,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
3614,EIF4E,trt_sh,-0.829,-0.829,0.802,17,8,9,41,
3615,RRAGC,trt_sh,-0.829,-0.829,0.481,10,4,6,27,
3616,GATAD2B,trt_sh,-0.829,-0.829,-0.511,13,4,9,27,
3617,CD40,trt_sh,-0.829,-0.829,0.368,17,6,11,32,
3618,ritodrine,trt_cp,-0.829,-0.829,0.669,37,15,22,76,Adrenergic receptor agonist
3619,HLA-DMA,trt_sh,-0.83,-0.83,-0.723,11,3,8,27,
3620,ZNF32,trt_sh,-0.83,-0.83,0.55,13,5,8,27,
3621,talinolol,trt_cp,-0.83,-0.83,0.802,28,14,14,42,adrenergic receptor antagonist
3622,RGS18,trt_sh,-0.83,-0.83,-0.611,11,3,8,26,
3623,CALM2,trt_sh,-0.83,-0.83,0.668,23,10,13,42,
3624,KD-025,trt_cp,-0.831,-0.831,0.795,17,8,9,42,
3625,PRDX1,trt_sh,-0.831,-0.831,0.2,11,4,7,27,
3626,TNFRSF11B,trt_lig,-0.831,-0.831,0.742,12,6,6,19,
3627,cefoperazone,trt_cp,-0.831,-0.831,0.736,21,10,11,42,bacterial cell wall synthesis inhibitor
3628,PF-04620110,trt_cp,-0.831,-0.831,0.727,13,7,6,42,diacylglycerol O acyltransferase inhibitor
3629,BAX-channel-blocker,trt_cp,-0.831,-0.831,0.766,38,19,19,95,Cytochrome C release inhibitor
3630,NUP62,trt_sh,-0.831,-0.831,-0.545,21,6,15,41,
3631,alaproclate,trt_cp,-0.831,-0.831,0.784,33,15,18,65,Serotonin receptor antagonist
3632,spironolactone,trt_cp,-0.831,-0.831,0.747,32,14,18,75,Mineralocorticoid receptor antagonist
3633,BRD-A98200599,trt_cp,-0.832,-0.832,0.578,10,4,6,15,
3634,TPI1,trt_sh,-0.832,-0.832,-0.424,16,5,11,30,
3635,RIPK4,trt_sh,-0.832,-0.832,0.786,15,7,8,29,
3636,PROSC,trt_sh,-0.832,-0.832,0.792,12,6,6,24,
3637,PLK1,trt_oe,-0.832,-0.832,-0.579,10,3,7,17,
3638,CALR,trt_sh,-0.832,-0.832,0.24,17,6,11,33,
3639,z-prolyl-prolinal,trt_cp,-0.832,-0.832,-0.612,10,3,7,19,Prolyl endopeptidase inhibitor
3640,HAL,trt_sh,-0.832,-0.832,0.812,13,5,8,24,
3641,10-DEBC,trt_cp,-0.832,-0.832,0.817,52,31,21,105,AKT inhibitor
3642,BRD-A81936046,trt_cp,-0.832,-0.832,-0.662,30,9,21,59,
3643,efaproxiral,trt_cp,-0.832,-0.832,0.752,19,9,10,42,hemoglobin oxygen release stimulant
3644,ALDH7A1,trt_sh,-0.833,-0.833,0.822,36,18,18,72,
3645,NF1,trt_sh,-0.833,-0.833,0.66,15,7,8,30,
3646,gallopamil,trt_cp,-0.833,-0.833,0.829,11,5,6,42,L-type calcium channel blocker
3647,flurbiprofen-(+/-),trt_cp,-0.833,-0.833,0.781,12,5,7,26,Cyclooxygenase inhibitor
3648,BRD-K99636700,trt_cp,-0.833,-0.833,-0.678,23,6,17,70,
3649,pefloxacin,trt_cp,-0.833,-0.833,0.661,10,5,5,15,Bacterial DNA gyrase inhibitor
3650,AST-1306,trt_cp,-0.833,-0.833,0.756,54,26,28,132,EGFR inhibitor
3651,ZNF395,trt_sh,-0.833,-0.833,0.724,17,7,10,42,
3652,NSC-632839,trt_cp,-0.833,-0.833,0.782,54,23,31,125,Ubiquitin specific protease inhibitor
3653,zebularine,trt_cp,-0.833,-0.833,0.762,54,30,24,116,DNA methyltransferase inhibitor
3654,TPMT,trt_sh,-0.834,-0.834,0.816,20,9,11,33,
3655,orantinib,trt_cp,-0.834,-0.834,0.678,52,25,27,119,PDGFR tyrosine kinase receptor inhibitor|FGFR inhibitor|VEGFR inhibitor
3656,BRD-A66861218,trt_cp,-0.835,-0.835,0.655,13,6,7,23,
3657,SB-225002,trt_cp,-0.835,-0.835,0.673,35,17,18,86,CC chemokine receptor antagonist
3658,sulbactam,trt_cp,-0.835,-0.835,0.784,27,15,12,46,Beta lactamase inhibitor
3659,STK38,trt_sh,-0.835,-0.835,0.801,22,10,12,41,
3660,SMYD3,trt_sh,-0.835,-0.835,0.754,18,8,10,33,
3661,MRPL19,trt_sh,-0.835,-0.835,0.738,23,12,11,39,
3662,rivaroxaban,trt_cp,-0.836,-0.836,0.805,34,18,16,60,Coagulation factor inhibitor
3663,NOTCH2,trt_sh,-0.836,-0.836,0.281,17,6,11,35,
3664,GAL,trt_lig,-0.836,-0.836,0.638,12,6,6,19,
3665,chrysin,trt_cp,-0.836,-0.836,0.822,24,14,10,42,breast cancer resistance protein inhibitor
3666,TCPOBOP,trt_cp,-0.836,-0.836,0.804,11,5,6,24,CAR agonist
3667,HGS,trt_sh,-0.836,-0.836,0.807,27,13,14,55,
3668,PRKDC,trt_sh,-0.836,-0.836,0.766,27,12,15,49,
3669,C5ORF62,trt_sh,-0.836,-0.836,0.534,10,4,6,24,
3670,TEX10,trt_sh,-0.836,-0.836,0.814,23,11,12,39,
3671,methimazole,trt_cp,-0.836,-0.836,0.809,32,15,17,57,Antithyroid agent
3672,HSD17B2,trt_sh,-0.836,-0.836,0.734,17,8,9,24,
3673,DNMT3L,trt_sh,-0.837,-0.837,0.52,13,6,7,27,
3674,acitretin,trt_cp,-0.837,-0.837,0.784,14,6,8,28,Retinoid receptor agonist
3675,CHEMBL-399379,trt_cp,-0.837,-0.837,0.598,33,12,21,64,ATP citrase lyase inhibitor
3676,TBC1D9B,trt_sh,-0.837,-0.837,0.47,20,7,13,42,
3677,STK25,trt_sh,-0.837,-0.837,0.82,31,15,16,71,
3678,lamotrigine,trt_cp,-0.837,-0.837,0.756,24,11,13,72,Serotonin receptor antagonist|Sodium channel blocker
3679,orciprenaline,trt_cp,-0.837,-0.837,0.712,10,6,4,26,Adrenergic receptor agonist
3680,CTCFL,trt_sh,-0.837,-0.837,0.793,13,5,8,27,
3681,mevastatin,trt_cp,-0.837,-0.837,0.815,20,10,10,40,HMGCR inhibitor
3682,EEF1D,trt_sh,-0.837,-0.837,0.611,13,5,8,27,
3683,NSC-693868,trt_cp,-0.837,-0.837,0.813,16,7,9,38,CDK inhibitor|Glycogen synthase kinase inhibitor
3684,MORF4L2,trt_sh,-0.838,-0.838,0.836,13,5,8,27,
3685,MAPK8,trt_sh,-0.838,-0.838,0.804,32,12,20,78,
3686,AG-14361,trt_cp,-0.838,-0.838,0.8,52,24,28,110,PARP inhibitor
3687,myricetin,trt_cp,-0.838,-0.838,0.767,23,11,12,35,Androgen receptor agonist|Cytochrome P450 inhibitor
3688,BRD-K37669227,trt_cp,-0.838,-0.838,0.768,17,9,8,28,
3689,mibefradil,trt_cp,-0.838,-0.838,0.765,42,21,21,78,T-type calcium channel blocker
3690,BRD-K53011428,trt_cp,-0.838,-0.838,0.835,10,5,5,26,
3691,kakonein,trt_cp,-0.838,-0.838,0.817,23,11,12,42,"GABA receptor antagonist, serotonin receptor antagonist"
3692,CIC,trt_xpr,-0.839,-0.839,0.676,36,15,21,76,
3693,HTATIP2,trt_sh,-0.839,-0.839,0.66,12,5,7,27,
3694,laropiprant,trt_cp,-0.839,-0.839,-0.137,18,6,12,42,prostanoid receptor antagonist
3695,BRD-K56024573,trt_cp,-0.839,-0.839,0.37,11,4,7,13,
3696,ganciclovir,trt_cp,-0.839,-0.839,0.319,32,11,21,57,DNA polymerase inhibitor
3697,BAK1,trt_sh,-0.839,-0.839,0.819,13,5,8,27,
3698,E2F1,trt_sh,-0.839,-0.839,0.83,75,41,34,143,
3699,INSIG1,trt_sh,-0.839,-0.839,0.756,11,5,6,33,
3700,cinnarizine,trt_cp,-0.84,-0.84,0.633,26,10,16,64,Calcium channel blocker
3701,FAS,trt_sh.cgs,-0.84,-0.84,-0.583,10,3,7,15,
3702,EFNB2,trt_sh,-0.84,-0.84,0.305,17,6,11,24,
3703,GPR84,trt_sh,-0.84,-0.84,0.817,15,7,8,27,
3704,NEK2,trt_sh,-0.84,-0.84,0.805,13,7,6,37,
3705,PBX1,trt_sh,-0.84,-0.84,0.687,12,6,6,33,
3706,SLC2A1,trt_sh,-0.84,-0.84,0.799,39,16,23,75,
3707,propylpyrazole,trt_cp,-0.841,-0.841,0.622,12,5,7,17,Estrogen receptor agonist
3708,dofequidar,trt_cp,-0.841,-0.841,0.809,23,12,11,42,"MRP inhibitor, P glycoprotein inhibitor"
3709,medroxyprogesterone,trt_cp,-0.841,-0.841,0.719,15,7,8,24,Progesterone receptor agonist
3710,E2F4,trt_sh,-0.841,-0.841,-0.605,10,3,7,30,
3711,CASP10,trt_sh,-0.841,-0.841,0.753,10,6,4,26,
3712,BRD-K58279162,trt_cp,-0.841,-0.841,0.185,11,4,7,17,
3713,AXL,trt_xpr,-0.842,-0.842,0.813,34,15,19,66,
3714,BRD-K61627029,trt_cp,-0.842,-0.842,0.812,16,6,10,32,
3715,RASA1,trt_sh,-0.842,-0.842,0.777,15,8,7,30,
3716,levomepromazine,trt_cp,-0.842,-0.842,0.809,12,7,5,23,Dopamine receptor antagonist
3717,ZNF454,trt_sh,-0.842,-0.842,-0.742,11,3,8,27,
3718,BRD-K58846134,trt_cp,-0.842,-0.842,0.809,10,6,4,12,
3719,LSM6,trt_sh,-0.843,-0.843,-0.672,15,4,11,36,
3720,niacin,trt_cp,-0.843,-0.843,0.809,38,20,18,67,NAD precursor with lipid lowering effects|Vitamin B
3721,SA-3676,trt_cp,-0.843,-0.843,0.652,13,6,7,24,
3722,OXER1,trt_sh,-0.843,-0.843,-0.584,16,5,11,27,
3723,piracetam,trt_cp,-0.843,-0.843,-0.53,19,6,13,46,Acetylcholine receptor agonist
3724,OTS-167,trt_cp,-0.843,-0.843,0.514,63,23,40,142,
3725,EGF,trt_sh,-0.843,-0.843,0.736,29,12,17,60,
3726,ingenol-mebutate,trt_cp,-0.844,-0.844,0.827,17,7,10,42,PKC activator
3727,SULT1A2,trt_sh,-0.844,-0.844,0.792,16,8,8,35,
3728,BRD-K86574132,trt_cp,-0.844,-0.844,0.815,37,16,21,71,
3729,ADK,trt_sh,-0.844,-0.844,0.774,13,6,7,29,
3730,NUP88,trt_sh,-0.844,-0.844,0.78,18,9,9,39,
3731,niclosamide,trt_cp,-0.844,-0.844,0.661,108,42,66,196,DNA replication inhibitor|STAT inhibitor
3732,licarbazepine,trt_cp,-0.844,-0.844,0.595,25,10,15,42,voltage-gated sodium channel blocker
3733,BRD-K61894884,trt_cp,-0.844,-0.844,0.744,66,28,38,118,
3734,LPL,trt_sh,-0.844,-0.844,-0.607,12,3,9,24,
3735,gitoxigenin,trt_cp,-0.845,-0.845,0.636,15,6,9,23,ATPase inhibitor
3736,aminoglutethimide,trt_cp,-0.845,-0.845,0.719,43,22,21,81,Glucocorticoid receptor antagonist
3737,MRPL12,trt_sh,-0.845,-0.845,-0.742,14,4,10,36,
3738,SNS-314,trt_cp,-0.845,-0.845,0.7,10,5,5,17,Aurora kinase inhibitor
3739,GSS,trt_sh,-0.845,-0.845,0.73,15,7,8,33,
3740,pemirolast,trt_cp,-0.845,-0.845,0.729,21,8,13,42,mediator release inhibitor
3741,BRD-K66866270,trt_cp,-0.845,-0.845,0.755,10,5,5,17,
3742,oxybuprocaine,trt_cp,-0.846,-0.846,0.805,33,19,14,64,Local anesthetic
3743,ALDH9A1,trt_sh,-0.846,-0.846,0.822,44,18,26,105,
3744,POU2F1,trt_sh,-0.846,-0.846,0.359,14,5,9,33,
3745,kinetin-riboside,trt_cp,-0.846,-0.846,0.264,29,10,19,71,Apoptosis stimulant
3746,MAGED1,trt_sh,-0.846,-0.846,0.826,15,9,6,27,
3747,safinamide,trt_cp,-0.846,-0.846,-0.434,28,9,19,60,Dopamine uptake inhibitor|Glutamate inhibitor|Monoamine oxidase inhibitor
3748,RTEL1,trt_sh,-0.846,-0.846,-0.695,13,3,10,24,
3749,UBE3B,trt_sh,-0.846,-0.846,0.76,21,8,13,42,
3750,PUF60,trt_sh,-0.846,-0.846,0.811,22,11,11,39,
3751,BRD-K30393343,trt_cp,-0.846,-0.846,0.776,10,5,5,14,
3752,IMPA2,trt_sh,-0.846,-0.846,0.813,26,15,11,60,
3753,DERL1,trt_sh,-0.846,-0.846,0.79,10,5,5,27,
3754,DHRS3,trt_sh,-0.847,-0.847,0.842,15,9,6,24,
3755,UNC-0321,trt_cp,-0.847,-0.847,0.777,36,20,16,74,Histone lysine methyltransferase inhibitor
3756,EIF6,trt_sh,-0.847,-0.847,0.761,13,5,8,27,
3757,PSMA1,trt_sh,-0.847,-0.847,0.769,11,5,6,24,
3758,SLC35B1,trt_sh,-0.847,-0.847,-0.655,21,4,17,41,
3759,SMAD3,trt_sh,-0.847,-0.847,0.818,51,29,22,107,
3760,cucurbitacin-i,trt_cp,-0.848,-0.848,0.738,50,19,31,124,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
3761,thioridazine,trt_cp,-0.848,-0.848,0.784,114,53,61,250,Dopamine receptor antagonist
3762,BRD-K05197617,trt_cp,-0.848,-0.848,0.701,10,4,6,13,
3763,ITCH,trt_sh,-0.848,-0.848,0.839,10,4,6,24,
3764,TFPI,trt_sh,-0.848,-0.848,0.518,17,6,11,33,
3765,NPEPL1,trt_sh,-0.848,-0.848,0.783,28,12,16,42,
3766,dantron,trt_cp,-0.848,-0.848,0.296,11,4,7,19,Laxative
3767,EFNB3,trt_sh,-0.848,-0.848,0.742,21,9,12,42,
3768,BRD-K08995965,trt_cp,-0.848,-0.848,0.705,11,5,6,13,
3769,SA-424827,trt_cp,-0.848,-0.848,0.332,11,4,7,18,
3770,PF-04136309,trt_cp,-0.848,-0.848,0.767,19,9,10,42,CC chemokine receptor antagonist
3771,flumatinib,trt_cp,-0.848,-0.848,0.789,20,10,10,42,Bcr-Abl kinase inhibitor
3772,SMARCC2,trt_sh,-0.848,-0.848,0.843,12,5,7,27,
3773,RHOBTB1,trt_sh,-0.849,-0.849,0.722,23,10,13,42,
3774,defactinib,trt_cp,-0.849,-0.849,0.844,26,12,14,42,focal adhesion kinase inhibitor
3775,NR2F2,trt_sh,-0.849,-0.849,0.764,12,6,6,33,
3776,SCH-23390,trt_cp,-0.849,-0.849,0.742,22,10,12,44,Dopamine receptor antagonist
3777,mirtazapine,trt_cp,-0.849,-0.849,0.771,40,19,21,91,Adrenergic receptor antagonist|Serotonin receptor antagonist
3778,raloxifene,trt_cp,-0.849,-0.849,0.828,132,66,66,272,Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)
3779,LCK,trt_sh,-0.849,-0.849,0.826,55,27,28,105,
3780,LYRM1,trt_sh,-0.849,-0.849,-0.059,21,7,14,43,
3781,DCLRE1B,trt_sh,-0.849,-0.849,0.737,14,7,7,27,
3782,NSFL1C,trt_sh,-0.849,-0.849,0.698,17,8,9,42,
3783,BRD3,trt_sh,-0.849,-0.849,0.521,19,7,12,37,
3784,ACTR2,trt_sh,-0.85,-0.85,0.759,14,7,7,27,
3785,NNT,trt_sh,-0.85,-0.85,0.706,28,13,15,55,
3786,BRD-K70646792,trt_cp,-0.85,-0.85,0.659,10,5,5,13,
3787,protein-tyrosine-phosphatase-inhibitor-IV,trt_cp,-0.85,-0.85,0.52,16,6,10,23,Tyrosine phosphatase inhibitor
3788,BDKRB2,trt_sh,-0.85,-0.85,0.639,13,6,7,27,
3789,econazole,trt_cp,-0.851,-0.851,0.694,29,13,16,61,Lanosterol demethylase inhibitor|Sterol demethylase inhibitor|Bacterial cell wall synthesis inhibitor
3790,riboflavin,trt_cp,-0.851,-0.851,-0.734,16,4,12,23,Vitamin B2
3791,GW-3965,trt_cp,-0.851,-0.851,0.297,14,5,9,23,LXR agonist|ABC transporter expression enhancer
3792,TADA2A,trt_sh,-0.851,-0.851,0.799,13,8,5,27,
3793,atipamezole,trt_cp,-0.851,-0.851,0.849,25,14,11,41,adrenergic receptor antagonist
3794,SC-10,trt_cp,-0.851,-0.851,0.791,14,7,7,19,Protein kinase activator
3795,PSMA7,trt_sh,-0.851,-0.851,0.786,13,7,6,24,
3796,INS,trt_lig,-0.851,-0.851,0.844,48,24,24,107,
3797,PHA-665752,trt_cp,-0.851,-0.851,0.797,88,42,46,181,C-Met inhibitor
3798,"4,5,6,7-tetrabromobenzotriazole",trt_cp,-0.851,-0.851,0.023,15,5,10,34,Casein kinase inhibitor
3799,L-NAME,trt_cp,-0.851,-0.851,0.851,27,13,14,42,nitric oxide synthase inhibitor
3800,SBNO1,trt_sh,-0.851,-0.851,0.79,11,6,5,26,
3801,TRIP13,trt_sh,-0.852,-0.852,0.659,12,6,6,33,
3802,BRD-K84245233,trt_cp,-0.852,-0.852,0.536,10,4,6,18,
3803,ASS1,trt_sh,-0.852,-0.852,0.789,15,7,8,27,
3804,SKAP2,trt_sh,-0.852,-0.852,0.77,12,6,6,27,
3805,SNX2,trt_sh,-0.852,-0.852,0.816,17,7,10,36,
3806,ixazomib,trt_cp,-0.852,-0.852,0.766,53,24,29,112,Proteasome inhibitor
3807,SLC12A2,trt_sh,-0.853,-0.853,0.632,10,4,6,24,
3808,4-hydroxyretinoic-acid,trt_cp,-0.853,-0.853,-0.541,12,3,9,24,Retinoid receptor binder
3809,IL7R,trt_sh,-0.853,-0.853,0.316,14,5,9,27,
3810,NTF3,trt_lig,-0.853,-0.853,0.45,11,4,7,19,
3811,GALNT1,trt_sh,-0.853,-0.853,-0.525,10,3,7,27,
3812,ACLY,trt_xpr,-0.853,-0.853,0.756,27,13,14,66,
3813,meisoindigo,trt_cp,-0.853,-0.853,-0.618,22,6,16,42,STAT inhibitor
3814,BRD-K58070753,trt_cp,-0.853,-0.853,-0.765,10,3,7,17,
3815,CNOT3,trt_sh,-0.854,-0.854,0.292,17,6,11,27,
3816,ESRRA,trt_sh,-0.854,-0.854,0.71,14,6,8,30,
3817,HDGFRP3,trt_sh,-0.854,-0.854,0.377,14,5,9,29,
3818,aprepitant,trt_cp,-0.854,-0.854,0.754,33,16,17,64,Tachykinin antagonist
3819,GPR31,trt_sh,-0.854,-0.854,0.792,14,7,7,33,
3820,SOCS1,trt_sh,-0.854,-0.854,0.848,25,15,10,33,
3821,SENP6,trt_sh,-0.854,-0.854,0.785,24,12,12,39,
3822,lobelanidine,trt_cp,-0.854,-0.854,0.842,10,4,6,19,Acetylcholine receptor antagonist|Dopamine receptor modulator|Opioid receptor antagonist|Vesicular monoamine transporter ligand
3823,ERCC2,trt_sh,-0.854,-0.854,0.725,15,8,7,27,
3824,PIK3CB,trt_sh.cgs,-0.854,-0.854,0.848,10,4,6,14,
3825,ATM,trt_sh,-0.854,-0.854,0.849,94,43,51,160,
3826,F10,trt_sh,-0.854,-0.854,-0.688,17,5,12,27,
3827,SSBP2,trt_sh,-0.854,-0.854,-0.599,19,6,13,36,
3828,balsalazide,trt_cp,-0.854,-0.854,0.844,23,13,10,54,Cyclooxygenase inhibitor
3829,PHTF1,trt_sh,-0.854,-0.854,0.59,13,6,7,27,
3830,BRD-K96752129,trt_cp,-0.854,-0.854,0.588,12,5,7,17,
3831,CAY-10594,trt_cp,-0.855,-0.855,0.853,32,15,17,59,Phospholipase inhibitor
3832,ATR,trt_sh,-0.855,-0.855,0.753,50,23,27,108,
3833,DHCR7,trt_sh,-0.855,-0.855,-0.695,11,2,9,28,
3834,elvitegravir,trt_cp,-0.855,-0.855,0.748,35,13,22,56,HIV integrase inhibitor
3835,MSP,trt_lig,-0.855,-0.855,0.552,45,16,29,88,
3836,pseudopelletierine,trt_cp,-0.855,-0.855,-0.796,12,3,9,19,Anthelmintic agent
3837,nintedanib,trt_cp,-0.855,-0.855,0.71,129,55,74,228,FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
3838,BRD-K81313552,trt_cp,-0.855,-0.855,0.671,10,5,5,17,
3839,MK-0893,trt_cp,-0.855,-0.855,0.755,19,8,11,42,glucagon receptor antagonist
3840,KU-C104250,trt_cp,-0.855,-0.855,-0.604,10,2,8,13,
3841,SP140,trt_sh,-0.855,-0.855,0.738,16,7,9,33,
3842,PIM1,trt_sh,-0.855,-0.855,0.812,20,10,10,52,
3843,FOXQ1,trt_sh,-0.855,-0.855,0.842,14,6,8,26,
3844,JUN,trt_xpr,-0.855,-0.855,0.832,33,15,18,66,
3845,BRD-K37413063,trt_cp,-0.855,-0.855,-0.726,10,3,7,15,
3846,BRD-K82092559,trt_cp,-0.855,-0.855,0.77,31,14,17,61,
3847,C14ORF181,trt_sh,-0.856,-0.856,0.735,20,9,11,33,
3848,PI-828,trt_cp,-0.856,-0.856,0.502,11,4,7,19,PI3K inhibitor
3849,BCL7B,trt_sh,-0.856,-0.856,0.663,24,9,15,39,
3850,pifithrin-mu,trt_cp,-0.856,-0.856,0.797,62,27,35,146,HSP inhibitor
3851,SD-6-035-A4,trt_cp,-0.856,-0.856,-0.658,11,2,9,20,
3852,RPL39L,trt_sh,-0.856,-0.856,0.781,15,6,9,33,
3853,ZC3H4,trt_sh,-0.856,-0.856,0.686,19,8,11,39,
3854,TMEM2,trt_sh.cgs,-0.856,-0.856,0.756,10,4,6,13,
3855,betulinic-acid,trt_cp,-0.856,-0.856,-0.525,31,10,21,61,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV integrase inhibitor|NFkB pathway activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
3856,sulfafurazole,trt_cp,-0.856,-0.856,0.675,33,12,21,75,Bacterial antifolate
3857,bepridil,trt_cp,-0.856,-0.856,-0.238,12,4,8,26,Calcium channel blocker
3858,cefozopran,trt_cp,-0.856,-0.856,0.668,18,7,11,42,bacterial cell wall synthesis inhibitor
3859,MRPL18,trt_sh,-0.856,-0.856,0.728,12,5,7,26,
3860,elacridar,trt_cp,-0.856,-0.856,0.792,21,9,12,42,P glycoprotein inhibitor
3861,BECN1,trt_sh,-0.856,-0.856,0.783,28,12,16,58,
3862,CLTB,trt_sh,-0.856,-0.856,0.354,20,7,13,75,
3863,LGR6,trt_sh,-0.856,-0.856,0.747,14,6,8,26,
3864,H2O,ctl_vehicle,-0.857,-0.857,0.838,23,10,13,44,
3865,FEZ1,trt_sh,-0.857,-0.857,0.338,17,6,11,36,
3866,PF-03084014,trt_cp,-0.857,-0.857,-0.69,19,4,15,42,gamma secretase inhibitor
3867,MK-0812,trt_cp,-0.858,-0.858,0.695,23,10,13,42,CC chemokine receptor antagonist
3868,BUD13,trt_sh,-0.858,-0.858,0.814,14,6,8,27,
3869,mozavaptan,trt_cp,-0.858,-0.858,-0.101,21,7,14,42,vasopressin receptor antagonist
3870,RNLS,trt_sh,-0.858,-0.858,0.819,20,10,10,35,
3871,PPIC,trt_sh,-0.858,-0.858,0.018,24,8,16,43,
3872,RBX1,trt_sh,-0.858,-0.858,0.779,16,9,7,27,
3873,JOSD1,trt_sh,-0.858,-0.858,0.684,16,6,10,36,
3874,SDZ-NKT-343,trt_cp,-0.858,-0.858,0.649,26,10,16,61,Tachykinin antagonist
3875,TUBA1A,trt_sh,-0.858,-0.858,-0.579,10,3,7,24,
3876,LDN-193189,trt_cp,-0.858,-0.858,0.781,96,50,46,198,Serine/threonine kinase inhibitor
3877,MACF1,trt_sh.cgs,-0.858,-0.858,-0.712,10,3,7,13,
3878,EMF-sumo1-10,trt_cp,-0.858,-0.858,0.831,19,10,9,35,
3879,ABHD6,trt_sh,-0.858,-0.858,-0.499,22,7,15,42,
3880,CCND3,trt_sh,-0.858,-0.858,0.815,21,8,13,42,
3881,BRD-K35638681,trt_cp,-0.859,-0.859,0.626,12,6,6,17,
3882,RARG,trt_sh,-0.859,-0.859,-0.585,13,4,9,24,
3883,TGFA,trt_sh,-0.859,-0.859,-0.63,13,4,9,33,
3884,QPRT,trt_sh,-0.859,-0.859,0.85,10,5,5,27,
3885,ellagic-acid,trt_cp,-0.859,-0.859,-0.59,22,7,15,48,Glutathione transferase inhibitor|Reverse transcriptase inhibitor|Aldose reductase inhibitor|Beta-secretase inhibitor|HCV inhibitor|HIV integrase inhibitor|Quorum sensing signaling modulator
3886,TNKS2,trt_sh,-0.859,-0.859,-0.186,15,5,10,33,
3887,SWAP70,trt_sh,-0.859,-0.859,0.012,18,6,12,42,
3888,GW-9662,trt_cp,-0.859,-0.859,0.859,17,8,9,31,PPAR receptor antagonist
3889,RARRES1,trt_sh,-0.859,-0.859,-0.079,12,4,8,27,
3890,PIGA,trt_sh,-0.859,-0.859,0.717,16,6,10,24,
3891,acifran,trt_cp,-0.859,-0.859,0.74,18,9,9,42,cholesterol inhibitor
3892,CDC7,trt_sh,-0.86,-0.86,-0.698,12,2,10,27,
3893,DUP-697,trt_cp,-0.86,-0.86,0.737,21,11,10,32,Cyclooxygenase inhibitor
3894,YM-976,trt_cp,-0.86,-0.86,0.724,32,13,19,61,Phosphodiesterase inhibitor
3895,Ala-Ala-Phe-CMK,trt_cp,-0.86,-0.86,-0.651,10,2,8,15,Tripeptidyl peptidase inhibitor
3896,meclocycline,trt_cp,-0.86,-0.86,0.623,13,5,8,23,Bacterial 30S ribosomal subunit inhibitor
3897,EIF2AK3,trt_sh,-0.86,-0.86,0.808,80,37,43,152,
3898,phenytoin,trt_cp,-0.86,-0.86,0.307,26,9,17,53,Hydantoin antiepileptic
3899,diflunisal,trt_cp,-0.86,-0.86,0.807,36,17,19,79,Prostanoid receptor antagonist
3900,AZD-4547,trt_cp,-0.86,-0.86,0.82,80,37,43,172,
3901,LAMTOR3,trt_sh,-0.86,-0.86,0.763,20,8,12,43,
3902,PRKAG1,trt_sh,-0.86,-0.86,0.722,23,11,12,37,
3903,NDUFA5,trt_sh,-0.86,-0.86,-0.562,18,5,13,33,
3904,BRD-K51608872,trt_cp,-0.86,-0.86,0.729,13,7,6,32,
3905,COPZ1,trt_sh,-0.86,-0.86,0.64,13,6,7,27,
3906,clemastine,trt_cp,-0.86,-0.86,0.829,14,7,7,26,Histamine receptor antagonist
3907,KEAP1,trt_xpr,-0.86,-0.86,0.849,25,15,10,66,
3908,TWS-119,trt_cp,-0.86,-0.86,0.851,98,43,55,199,Glycogen synthase kinase inhibitor
3909,NPPA,trt_lig,-0.86,-0.86,0.751,11,5,6,19,
3910,LY-2603618,trt_cp,-0.86,-0.86,0.764,56,24,32,114,
3911,epitiostanol,trt_cp,-0.86,-0.86,0.831,27,12,15,46,Androgen receptor agonist
3912,MELK,trt_sh,-0.86,-0.86,0.765,83,40,43,176,
3913,TBX2,trt_sh,-0.86,-0.86,0.762,22,9,13,44,
3914,PTPN4,trt_sh,-0.861,-0.861,0.699,14,8,6,27,
3915,tadalafil,trt_cp,-0.861,-0.861,0.818,34,17,17,75,Phosphodiesterase inhibitor
3916,GW-843682X,trt_cp,-0.861,-0.861,0.855,128,58,70,272,PLK inhibitor
3917,PRMT2,trt_sh,-0.861,-0.861,0.822,11,6,5,27,
3918,TNFRSF1A,trt_sh,-0.861,-0.861,0.641,18,7,11,33,
3919,WNT10B,trt_sh,-0.861,-0.861,0.672,15,6,9,30,
3920,AP4S1,trt_sh,-0.861,-0.861,0.665,10,4,6,33,
3921,BRD-K74711637,trt_cp,-0.861,-0.861,-0.619,11,3,8,17,
3922,FGFR1,trt_lig,-0.861,-0.861,0.702,10,4,6,19,
3923,fiacitabine,trt_cp,-0.861,-0.861,0.657,22,10,12,42,DNA synthesis inhibitor
3924,paclitaxel,trt_cp,-0.862,-0.862,0.704,66,25,41,147,Tubulin inhibitor
3925,TOP2A,trt_sh,-0.862,-0.862,0.85,45,18,27,90,
3926,SDZ-21009,trt_cp,-0.862,-0.862,0.762,13,6,7,19,Adrenergic receptor antagonist|Serotonin receptor antagonist
