,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
2895,MYL9,trt_sh,0.752,-0.362,0.752,11,7,4,27,
2896,levomequitazine,trt_cp,0.751,-0.64,0.751,21,9,12,42,histamine receptor antagonist
2897,B4GALT3,trt_sh,0.75,-0.603,0.75,10,6,4,24,
2898,TNFRSF6B,trt_sh,0.75,-0.558,0.75,11,7,4,24,
2899,JAK3,trt_sh,0.749,-0.72,0.749,17,9,8,43,
2900,benzthiazide,trt_cp,0.749,-0.749,0.749,32,18,14,69,Carbonic anhydrase inhibitor
2901,WNT9A,trt_sh,0.748,-0.708,0.748,11,6,5,27,
2902,TES,trt_sh,0.748,-0.609,0.748,15,8,7,33,
2903,CDC25A,trt_sh,0.748,-0.59,0.748,13,8,5,33,
2904,ATP2A2,trt_sh,0.746,-0.724,0.746,13,8,5,27,
2905,DU-728,trt_cp,0.745,-0.655,0.745,18,10,8,42,structural glycoprotein antagonist
2906,ALK,trt_sh,0.741,-0.554,0.741,13,8,5,38,
2907,SLC6A8,trt_sh,0.74,-0.711,0.74,15,8,7,27,
2908,simeprevir,trt_cp,0.74,-0.737,0.74,16,8,8,41,HCV inhibitor
2909,CLPP,trt_sh,0.738,0.621,0.738,14,10,4,24,
2910,TOMM70A,trt_sh,0.732,-0.729,0.732,12,5,7,33,
2911,GFPT2,trt_sh,0.731,0.575,0.731,10,7,3,27,
2912,NPFFR2,trt_sh,0.728,-0.173,0.728,11,7,4,27,
2913,RPN2,trt_sh,0.723,-0.682,0.723,12,5,7,42,
2914,GTF2I,trt_sh,0.723,-0.718,0.723,11,5,6,30,
2915,TAF8,trt_sh,0.723,-0.631,0.723,10,6,4,24,
2916,carteolol,trt_cp,0.723,-0.627,0.723,10,6,4,23,Adrenergic receptor antagonist
2917,TNFSF13B,trt_sh,0.721,-0.607,0.721,13,6,7,23,
2918,GPI,trt_sh,0.715,-0.696,0.715,10,5,5,27,
2919,RS-102221,trt_cp,0.715,-0.696,0.715,11,6,5,19,Serotonin receptor antagonist
2920,ZNF32,trt_sh,0.715,-0.673,0.715,13,7,6,27,
2921,CANT1,trt_sh,0.713,-0.685,0.713,31,13,18,75,
2922,NR1H4,trt_sh,0.712,-0.544,0.712,14,8,6,24,
2923,PDHB,trt_sh,0.706,-0.364,0.706,14,9,5,27,
2924,CHD1,trt_sh,0.704,-0.652,0.704,11,6,5,27,
2925,ABCC4,trt_sh,0.698,0.074,0.698,12,8,4,30,
2926,TAOK3,trt_sh,0.696,-0.644,0.696,11,5,6,38,
2927,lisofylline,trt_cp,0.696,-0.678,0.696,22,12,10,42,"interleukin receptor antagonist, STAT inhibitor"
2928,PREB,trt_sh,0.688,-0.652,0.688,11,6,5,22,
2929,TNFRSF10A,trt_sh,0.685,-0.679,0.685,10,5,5,27,
2930,NDUFA13,trt_sh,0.684,0.05,0.684,12,8,4,24,
2931,SB-216641,trt_cp,0.673,-0.649,0.673,11,6,5,23,Serotonin receptor antagonist
2932,FAM20B,trt_sh,0.647,-0.617,0.647,11,6,5,33,
2933,IGSF8,trt_sh,0.644,-0.618,0.644,11,6,5,27,
2934,GPR148,trt_sh,-0.644,-0.644,0.622,10,5,5,24,
2935,ANXA2,trt_sh,-0.659,-0.659,-0.593,11,3,8,24,
2936,SLC3A1,trt_sh,-0.663,-0.663,-0.424,13,4,9,27,
2937,SRSF8,trt_sh,-0.673,-0.673,0.546,13,6,7,39,
2938,GPR179,trt_sh,-0.681,-0.681,0.645,10,5,5,24,
2939,nafadotride,trt_cp,-0.697,-0.697,0.657,12,5,7,32,Dopamine receptor antagonist
2940,metrizamide,trt_cp,-0.71,-0.71,0.688,10,5,5,19,Radiopaque medium
2941,ZNF281,trt_sh,-0.715,-0.715,0.7,13,6,7,27,
2942,PPP1R14B,trt_sh,-0.715,-0.715,0.645,10,5,5,33,
2943,PCDHA10,trt_sh,-0.716,-0.716,0.675,10,4,6,24,
2944,AKR1C3,trt_sh,-0.721,-0.721,-0.523,10,3,7,28,
2945,ZNF597,trt_sh,-0.723,-0.723,0.668,11,5,6,27,
2946,TGGTCAT,trt_sh.css,-0.724,-0.724,0.647,10,5,5,15,
2947,CEP-37440,trt_cp,-0.725,-0.725,0.625,14,6,8,42,ALK tyrosine kinase receptor inhibitor
2948,TFAP4,trt_sh,-0.725,-0.725,0.647,10,5,5,27,
2949,ADAR,trt_sh,-0.728,-0.728,-0.489,13,4,9,33,
2950,PSME2,trt_sh,-0.728,-0.728,0.722,15,7,8,24,
2951,ATMIN,trt_sh,-0.735,-0.735,0.734,16,7,9,41,
2952,SLC25A13,trt_sh,-0.739,-0.739,0.692,11,5,6,24,
2953,phenacetin,trt_cp,-0.739,-0.739,0.7,13,5,8,27,Cyclooxygenase inhibitor
2954,RGS4,trt_sh,-0.74,-0.74,0.733,11,6,5,24,
2955,MAS1L,trt_sh,-0.74,-0.74,0.665,12,5,7,27,
2956,NR2C2,trt_sh,-0.741,-0.741,0.606,13,6,7,33,
2957,TAB2,trt_sh,-0.742,-0.742,0.482,11,4,7,27,
2958,BCL2L13,trt_sh,-0.744,-0.744,0.726,12,5,7,33,
2959,AIRE,trt_sh,-0.745,-0.745,0.704,10,4,6,33,
2960,FABP6,trt_sh,-0.748,-0.748,0.709,12,5,7,24,
2961,POU5F2,trt_sh,-0.748,-0.748,0.723,10,5,5,27,
2962,zonisamide,trt_cp,-0.749,-0.749,0.719,35,17,18,73,Sodium channel blocker|T-type calcium channel blocker
2963,TAF15,trt_sh,-0.75,-0.75,-0.558,10,3,7,33,
2964,BRD-K24468827,trt_cp,-0.751,-0.751,0.66,10,5,5,15,
2965,gabazine,trt_cp,-0.752,-0.752,0.736,18,7,11,38,GABA receptor antagonist
2966,tyrphostin-AG-835,trt_cp,-0.753,-0.753,0.685,10,4,6,19,Protein tyrosine kinase inhibitor
2967,BRD-K84421793,trt_cp,-0.753,-0.753,0.571,10,4,6,19,Dopamine receptor agonist
2968,cefozopran,trt_cp,-0.753,-0.753,0.312,14,5,9,42,bacterial cell wall synthesis inhibitor
2969,corynanthine,trt_cp,-0.754,-0.754,-0.567,10,3,7,15,Adrenergic receptor antagonist
2970,XPNPEP3,trt_sh,-0.755,-0.755,0.62,15,8,7,33,
2971,AFP,trt_sh,-0.755,-0.755,0.366,11,4,7,24,
2972,RNASET2,trt_sh,-0.756,-0.756,0.713,18,8,10,38,
2973,STAP2,trt_sh,-0.758,-0.758,0.727,15,6,9,42,
2974,ATP2C1,trt_sh,-0.758,-0.758,0.66,27,13,14,66,
2975,torcitabine,trt_cp,-0.758,-0.758,0.739,21,10,11,42,DNA polymerase inhibitor
2976,erteberel,trt_cp,-0.759,-0.759,-0.658,11,3,8,42,estrogen receptor agonist
2977,POLA1,trt_sh,-0.76,-0.76,0.269,11,4,7,33,
2978,cepharanthine,trt_cp,-0.764,-0.764,0.75,15,6,9,42,NFkB pathway inhibitor
2979,RPS6KA4,trt_sh,-0.765,-0.765,0.657,15,7,8,43,
2980,SLC3A2,trt_sh,-0.765,-0.765,0.721,10,5,5,27,
2981,TOMM34,trt_sh,-0.769,-0.769,0.765,17,7,10,43,
2982,BRD-K66902379,trt_cp,-0.769,-0.769,0.695,10,5,5,18,
2983,PEX11A,trt_sh,-0.769,-0.769,0.746,13,7,6,33,
2984,ZNF572,trt_sh,-0.77,-0.77,0.723,11,6,5,27,
2985,fomocaine,trt_cp,-0.77,-0.77,0.739,20,10,10,42,voltage-gated sodium channel modulator
2986,NECA,trt_cp,-0.771,-0.771,0.687,10,5,5,19,Adenosine receptor agonist
2987,BRD-K55533488,trt_cp,-0.772,-0.772,0.771,23,11,12,48,
2988,PF-04447943,trt_cp,-0.773,-0.773,0.62,14,6,8,42,phosphodiesterase inhibitor
2989,PIPOX,trt_sh,-0.773,-0.773,-0.165,12,4,8,27,
2990,NKX2-3,trt_sh,-0.773,-0.773,0.418,11,4,7,27,
2991,TCFL5,trt_sh,-0.773,-0.773,0.675,20,8,12,43,
2992,cinchonine,trt_cp,-0.773,-0.773,0.673,12,5,7,23,P-glycoprotein inhibitor
2993,tyrphostin-AG-1288,trt_cp,-0.774,-0.774,-0.047,12,4,8,18,TNF production inhibitor
2994,COX6B2,trt_sh,-0.774,-0.774,0.596,12,5,7,24,
2995,L3MBTL4,trt_sh,-0.775,-0.775,0.738,13,7,6,24,
2996,C14ORF181,trt_sh,-0.775,-0.775,0.744,13,6,7,33,
2997,ungerine,trt_cp,-0.775,-0.775,0.661,12,5,7,19,
2998,PRDX1,trt_sh,-0.776,-0.776,0.744,13,7,6,27,
2999,SMAD3,trt_sh.cgs,-0.776,-0.776,0.364,11,4,7,14,
3000,UBE2E3,trt_sh,-0.778,-0.778,0.738,16,6,10,33,
3001,GCK,trt_sh,-0.779,-0.779,-0.661,15,4,11,33,
3002,ZNF567,trt_sh,-0.779,-0.779,0.728,15,7,8,27,
3003,RBL1,trt_sh,-0.779,-0.779,0.652,24,9,15,56,
3004,DHDDS,trt_sh,-0.779,-0.779,0.662,16,7,9,36,
3005,PPAT,trt_sh,-0.779,-0.779,-0.666,17,4,13,32,
3006,ZNF677,trt_sh,-0.78,-0.78,0.644,12,6,6,27,
3007,arctigenin,trt_cp,-0.78,-0.78,0.613,12,5,7,31,MEK inhibitor
3008,LAP3,trt_sh,-0.78,-0.78,-0.02,12,4,8,43,
3009,alitretinoin,trt_cp,-0.781,-0.781,0.744,15,8,7,41,Retinoid receptor agonist
3010,FDFT1,trt_sh,-0.781,-0.781,-0.11,21,7,14,53,
3011,agomelatine,trt_cp,-0.781,-0.781,0.781,21,12,9,42,"melatonin receptor agonist, serotonin receptor antagonist"
3012,SPRY1,trt_sh,-0.782,-0.782,0.009,15,5,10,27,
3013,BRD-K61529775,trt_cp,-0.782,-0.782,0.756,10,5,5,17,
3014,NR0B2,trt_sh,-0.783,-0.783,0.752,11,5,6,27,
3015,BRD-K67808578,trt_cp,-0.783,-0.783,0.696,12,6,6,35,
3016,FOSL2,trt_sh,-0.784,-0.784,0.189,17,6,11,33,
3017,SA-1921867,trt_cp,-0.784,-0.784,-0.698,13,3,10,20,
3018,diethylcarbamazine,trt_cp,-0.784,-0.784,0.774,19,10,9,68,Lipoxygenase inhibitor
3019,BRD-K95606637,trt_cp,-0.785,-0.785,0.717,31,15,16,59,
3020,TGFA,trt_sh,-0.785,-0.785,-0.03,12,4,8,33,
3021,BRD-K05649647,trt_cp,-0.785,-0.785,0.746,30,14,16,95,
3022,meprylcaine,trt_cp,-0.785,-0.785,0.499,11,4,7,23,Local anesthetic
3023,enzastaurin,trt_cp,-0.786,-0.786,0.768,97,48,49,240,PKC inhibitor
3024,CIRBP,trt_sh,-0.786,-0.786,0.697,15,6,9,39,
3025,APOA2,trt_sh,-0.786,-0.786,0.495,14,5,9,24,
3026,NUCB2,trt_sh,-0.786,-0.786,0.715,19,8,11,44,
3027,BRD-K77987635,trt_cp,-0.786,-0.786,-0.519,10,3,7,25,
3028,ITPKA,trt_sh,-0.787,-0.787,0.759,10,5,5,35,
3029,BRD-K32644160,trt_cp,-0.787,-0.787,-0.708,14,4,10,32,
3030,MW-SHH-151,trt_cp,-0.788,-0.788,0.762,46,22,24,101,Hedgehog pathway modulator
3031,FGFR1,trt_sh,-0.789,-0.789,0.787,17,9,8,43,
3032,VP-20629,trt_cp,-0.789,-0.789,0.785,25,10,15,42,beta amyloid antagonist
3033,duloxetine,trt_cp,-0.79,-0.79,0.789,42,21,21,89,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor
3034,entecavir,trt_cp,-0.79,-0.79,0.788,25,11,14,60,DNA replication inhibitor|Reverse transcriptase inhibitor
3035,MCM7,trt_sh,-0.791,-0.791,0.585,14,6,8,27,
3036,acetyl-geranygeranyl-cysteine,trt_cp,-0.791,-0.791,0.788,12,6,6,24,Inhibitor of methyl esterification of geranylgeranylated proteins
3037,RELA,trt_sh,-0.791,-0.791,0.763,16,7,9,38,
3038,LACC1,trt_sh,-0.791,-0.791,0.747,15,8,7,33,
3039,YKT6,trt_sh,-0.791,-0.791,-0.569,13,3,10,39,
3040,taltirelin,trt_cp,-0.793,-0.793,0.753,16,9,7,42,thyrotropin releasing hormone receptor agonist
3041,IL12A,trt_sh,-0.793,-0.793,0.621,11,5,6,27,
3042,ZBED1,trt_sh,-0.793,-0.793,0.614,16,7,9,27,
3043,teriflunomide,trt_cp,-0.794,-0.794,0.657,20,8,12,42,dihydroorotate dehydrogenase inhibitor
3044,SOD2,trt_sh,-0.794,-0.794,0.722,12,5,7,24,
3045,balapiravir,trt_cp,-0.795,-0.795,0.777,20,11,9,42,RNA polymerase inhibitor
3046,GOLT1B,trt_sh,-0.795,-0.795,0.78,15,6,9,39,
3047,MAPP-D-erythro,trt_cp,-0.796,-0.796,0.755,10,5,5,19,Ceramidase inhibitor
3048,ZNF707,trt_sh,-0.796,-0.796,0.6,13,5,8,27,
3049,MAP4K4,trt_sh,-0.796,-0.796,0.752,24,10,14,64,
3050,tedizolid,trt_cp,-0.796,-0.796,0.707,16,8,8,42,bacterial 50S ribosomal subunit inhibitor
3051,ATF1,trt_sh,-0.796,-0.796,0.568,13,5,8,30,
3052,CSNK1G3,trt_sh,-0.796,-0.796,0.004,15,5,10,33,
3053,BRD-K82092559,trt_cp,-0.797,-0.797,0.79,22,12,10,61,
3054,CRAT,trt_sh,-0.797,-0.797,0.731,15,6,9,27,
3055,DHPS,trt_sh,-0.797,-0.797,0.523,18,7,11,42,
3056,RPS6KA5,trt_sh,-0.797,-0.797,-0.113,15,5,10,36,
3057,ipratropium,trt_cp,-0.798,-0.798,0.749,42,20,22,107,Acetylcholine receptor antagonist
3058,CYCS,trt_sh,-0.798,-0.798,0.692,15,6,9,33,
3059,itopride,trt_cp,-0.798,-0.798,0.715,29,16,13,57,Dopamine receptor antagonist
3060,SULT1A2,trt_sh,-0.798,-0.798,0.46,11,4,7,35,
3061,BCL2L11,trt_sh,-0.799,-0.799,0.785,15,6,9,32,
3062,BCKDHA,trt_sh,-0.799,-0.799,0.727,23,14,9,66,
3063,S100Z,trt_sh,-0.799,-0.799,0.763,10,5,5,27,
3064,UGP2,trt_sh,-0.799,-0.799,0.664,29,12,17,66,
3065,NQO2,trt_sh,-0.8,-0.8,0.76,10,4,6,30,
3066,SERPIND1,trt_sh,-0.8,-0.8,0.592,12,5,7,27,
3067,tripelennamine,trt_cp,-0.801,-0.801,0.762,12,7,5,30,Histamine receptor antagonist
3068,HOXC4,trt_sh,-0.802,-0.802,-0.732,11,3,8,27,
3069,apocynin,trt_cp,-0.802,-0.802,0.621,22,10,12,42,NADPH oxidase inhibitor
3070,SEPX1,trt_sh,-0.802,-0.802,0.651,13,6,7,27,
3071,SLC7A11,trt_sh,-0.802,-0.802,0.786,12,6,6,24,
3072,dorzolamide,trt_cp,-0.803,-0.803,0.626,20,8,12,46,Carbonic anhydrase inhibitor
3073,MK-8245,trt_cp,-0.803,-0.803,0.777,16,8,8,42,stearoyl-CoA desaturase inhibitor
3074,PCM1,trt_sh,-0.803,-0.803,0.723,19,9,10,39,
3075,NSC-23766,trt_cp,-0.803,-0.803,0.791,29,15,14,74,Ras GTPase inhibitor
3076,TBC1D9B,trt_sh,-0.804,-0.804,0.628,22,9,13,42,
3077,ZD-7288,trt_cp,-0.804,-0.804,0.784,23,10,13,61,HCN channel blocker
3078,SMU1,trt_sh,-0.804,-0.804,0.771,12,6,6,24,
3079,testosterone-propionate,trt_cp,-0.805,-0.805,-0.537,13,4,9,19,Androgen receptor agonist
3080,cefepime,trt_cp,-0.805,-0.805,-0.683,18,5,13,46,Bacterial cell wall synthesis inhibitor
3081,sertindole,trt_cp,-0.805,-0.805,0.726,23,11,12,46,Dopamine receptor antagonist|Serotonin receptor antagonist
3082,TUBA1A,trt_sh,-0.805,-0.805,0.719,12,6,6,24,
3083,phenprocoumon,trt_cp,-0.805,-0.805,0.76,14,6,8,42,vitamin K antagonist
3084,PD-123319,trt_cp,-0.806,-0.806,0.804,33,18,15,61,Angiotensin antagonist
3085,MYCBP,trt_sh,-0.806,-0.806,0.756,14,7,7,39,
3086,estriol,trt_cp,-0.806,-0.806,0.664,80,35,45,198,Estrogen receptor agonist
3087,GDPD5,trt_sh,-0.806,-0.806,0.661,18,7,11,36,
3088,GPR56,trt_sh,-0.806,-0.806,0.741,31,15,16,72,
3089,PLK4,trt_sh,-0.806,-0.806,0.717,13,7,6,37,
3090,SLC25A46,trt_sh,-0.807,-0.807,0.75,17,8,9,44,
3091,BCL10,trt_sh,-0.807,-0.807,0.618,14,6,8,38,
3092,SA-432998,trt_cp,-0.807,-0.807,0.411,11,4,7,21,
3093,HADHA,trt_sh,-0.808,-0.808,0.463,11,4,7,27,
3094,CCNC,trt_sh,-0.808,-0.808,0.607,13,6,7,24,
3095,ARHGDIB,trt_sh,-0.808,-0.808,0.605,12,5,7,27,
3096,RIPK4,trt_sh,-0.809,-0.809,0.703,13,5,8,29,
3097,HIPK1,trt_sh,-0.809,-0.809,-0.59,14,4,10,32,
3098,alisertib,trt_cp,-0.809,-0.809,-0.635,37,10,27,90,Aurora kinase inhibitor
3099,PD-184352,trt_cp,-0.809,-0.809,0.764,84,33,51,239,MEK inhibitor
3100,HES1,trt_sh,-0.81,-0.81,0.792,27,12,15,69,
3101,noscapine,trt_cp,-0.81,-0.81,0.693,44,20,24,106,Bradykinin receptor antagonist|Tubulin inhibitor
3102,betazole,trt_cp,-0.811,-0.811,-0.633,11,3,8,19,Histamine receptor agonist
3103,ENDOG,trt_sh,-0.811,-0.811,-0.546,13,3,10,24,
3104,DHRS4,trt_sh,-0.811,-0.811,0.248,14,5,9,27,
3105,PCK1,trt_sh,-0.811,-0.811,0.731,18,11,7,37,
3106,UFD1L,trt_sh,-0.812,-0.812,0.755,15,7,8,27,
3107,tirapazamine,trt_cp,-0.812,-0.812,0.659,15,6,9,42,DNA inhibitor
3108,tirasemtiv,trt_cp,-0.812,-0.812,-0.496,16,5,11,42,troponin activator
3109,RSPH1,trt_sh,-0.812,-0.812,0.141,11,4,7,24,
3110,saquinavir,trt_cp,-0.812,-0.812,0.773,32,16,16,76,HIV protease inhibitor
3111,ALB,trt_sh,-0.812,-0.812,-0.59,10,3,7,27,
3112,MAP2K1,trt_sh,-0.812,-0.812,0.686,30,11,19,72,
3113,phenazone,trt_cp,-0.813,-0.813,0.777,35,16,19,91,Cyclooxygenase inhibitor
3114,PPARGC1B,trt_sh,-0.813,-0.813,0.777,15,7,8,27,
3115,BRD-K16410418,trt_cp,-0.813,-0.813,0.801,23,11,12,54,
3116,rutin,trt_cp,-0.813,-0.813,0.683,41,15,26,95,Antioxidant|Capillary stabilizing agent|Nitric oxide scavenger
3117,CD-437,trt_cp,-0.813,-0.813,0.671,28,11,17,95,Retinoid receptor agonist
3118,HMOX2,trt_sh,-0.813,-0.813,0.743,10,5,5,27,
3119,tolazamide,trt_cp,-0.814,-0.814,0.811,63,32,31,149,ATP channel blocker
3120,chlorpropamide,trt_cp,-0.814,-0.814,0.679,18,8,10,42,ATP channel blocker
3121,tramiprosate,trt_cp,-0.814,-0.814,0.616,17,7,10,42,beta amyloid protein neurotoxicity inhibitor
3122,LDLR,trt_sh,-0.814,-0.814,0.8,13,7,6,24,
3123,aprepitant,trt_cp,-0.815,-0.815,0.792,29,16,13,64,Tachykinin antagonist
3124,NUDT9,trt_sh,-0.816,-0.816,-0.039,15,5,10,69,
3125,BRD-K09191212,trt_cp,-0.816,-0.816,0.725,13,6,7,31,
3126,vesamicol,trt_cp,-0.816,-0.816,0.75,11,5,6,34,Acetylcholinesterase inhibitor
3127,apremilast,trt_cp,-0.816,-0.816,0.793,22,8,14,42,phosphodiesterase inhibitor
3128,procainamide,trt_cp,-0.816,-0.816,0.719,33,14,19,75,Sodium channel blocker
3129,saxagliptin,trt_cp,-0.816,-0.816,0.807,20,9,11,42,dipeptidyl peptidase inhibitor
3130,TMEM110,trt_sh,-0.816,-0.816,0.714,12,5,7,42,
3131,tozasertib,trt_cp,-0.817,-0.817,0.804,172,75,97,435,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor
3132,raltitrexed,trt_cp,-0.817,-0.817,-0.606,13,4,9,30,Thymidylate synthase inhibitor
3133,pilocarpine,trt_cp,-0.817,-0.817,0.795,28,12,16,57,Acetylcholine receptor agonist
3134,PGD,trt_sh,-0.818,-0.818,0.715,13,6,7,27,
3135,ANXA1,trt_sh,-0.818,-0.818,0.763,15,7,8,33,
3136,BRD-K82230692,trt_cp,-0.818,-0.818,0.73,11,6,5,24,
3137,buflomedil,trt_cp,-0.818,-0.818,0.797,31,15,16,57,Adrenergic receptor antagonist|Calcium channel blocker
3138,OXER1,trt_sh,-0.818,-0.818,-0.523,16,4,12,27,
3139,lobenzarit,trt_cp,-0.818,-0.818,0.768,19,9,10,42,immunosuppressant
3140,BRD-A08658758,trt_cp,-0.818,-0.818,0.759,21,10,11,48,
3141,resiquimod,trt_cp,-0.818,-0.818,0.809,22,9,13,42,toll-like receptor agonist
3142,betrixaban,trt_cp,-0.819,-0.819,0.79,17,9,8,42,coagulation factor inhibitor
3143,diloxanide,trt_cp,-0.819,-0.819,0.772,15,6,9,27,Protein synthesis inhibitor
3144,FPL-62064,trt_cp,-0.819,-0.819,0.706,14,7,7,42,"cyclooxygenase inhibitor, lipoxygenase inhibitor"
3145,alprenolol,trt_cp,-0.819,-0.819,-0.643,11,3,8,26,Adrenergic receptor antagonist
3146,BRD-K85822033,trt_cp,-0.819,-0.819,-0.516,13,4,9,28,
3147,nesbuvir,trt_cp,-0.819,-0.819,0.799,17,9,8,42,RNA polymerase inhibitor
3148,NAGA,trt_sh,-0.82,-0.82,0.596,12,5,7,27,
3149,moracizine,trt_cp,-0.82,-0.82,0.716,27,12,15,61,Sodium channel blocker
3150,ST3GAL5,trt_sh,-0.82,-0.82,0.676,25,13,12,69,
3151,PSRC1,trt_sh,-0.82,-0.82,0.815,17,7,10,39,
3152,pinitol,trt_cp,-0.82,-0.82,0.674,16,6,10,42,gamma secretase inhibitor
3153,MCM3,trt_sh,-0.821,-0.821,0.771,29,12,17,66,
3154,SMOC2,trt_sh,-0.821,-0.821,0.78,11,5,6,24,
3155,GW-843682X,trt_cp,-0.821,-0.821,0.748,110,51,59,272,PLK inhibitor
3156,DMD,trt_sh,-0.822,-0.822,0.76,13,6,7,27,
3157,pyrazinamide,trt_cp,-0.822,-0.822,0.816,24,12,12,57,Fatty acid synthase inhibitor
3158,HOXB2,trt_sh,-0.822,-0.822,0.755,12,6,6,27,
3159,phenoxazine,trt_cp,-0.822,-0.822,0.781,25,14,11,59,
3160,PROC,trt_sh,-0.823,-0.823,0.758,12,6,6,27,
3161,AMDHD2,trt_sh,-0.824,-0.824,-0.09,18,6,12,42,
3162,HDAC7,trt_sh,-0.824,-0.824,0.687,16,8,8,44,
3163,YM-976,trt_cp,-0.824,-0.824,0.706,27,12,15,61,Phosphodiesterase inhibitor
3164,MAPK8,trt_sh,-0.824,-0.824,0.809,36,18,18,78,
3165,UBP1,trt_sh,-0.824,-0.824,0.709,12,5,7,27,
3166,ARAF,trt_sh,-0.825,-0.825,0.806,24,15,9,61,
3167,MAF,trt_sh,-0.825,-0.825,0.811,15,7,8,27,
3168,IL6R,trt_sh,-0.825,-0.825,0.761,16,7,9,27,
3169,lumacaftor,trt_cp,-0.825,-0.825,0.727,19,9,10,42,CFTR channel agonist
3170,BAY-K8644,trt_cp,-0.825,-0.825,0.803,10,4,6,48,Calcium channel activator
3171,dexamethasone-acetate,trt_cp,-0.826,-0.826,0.745,31,14,17,65,Glucocorticoid receptor agonist|Corticosteroid agonist|Cytochrome P450 inhibitor
3172,NDUFA2,trt_sh,-0.826,-0.826,0.772,18,9,9,42,
3173,PCSK9,trt_sh,-0.826,-0.826,0.768,11,5,6,27,
3174,allantoin,trt_cp,-0.826,-0.826,0.741,14,7,7,19,Product of purine catabolism used in cosmetics
3175,TSPAN6,trt_sh,-0.826,-0.826,0.591,24,9,15,39,
3176,SLC30A8,trt_sh,-0.826,-0.826,0.69,12,5,7,27,
3177,RNMT,trt_sh,-0.826,-0.826,0.664,15,7,8,44,
3178,ADSL,trt_sh,-0.827,-0.827,0.743,15,7,8,27,
3179,NDUFC1,trt_sh,-0.827,-0.827,0.79,12,6,6,27,
3180,STK24,trt_sh,-0.827,-0.827,0.791,16,9,7,42,
3181,QPCT,trt_sh,-0.827,-0.827,-0.141,12,4,8,24,
3182,PXN,trt_sh,-0.828,-0.828,-0.548,14,4,10,33,
3183,BCL2,trt_sh,-0.828,-0.828,0.821,49,26,23,127,
3184,cilengitide,trt_cp,-0.828,-0.828,0.757,20,8,12,42,integrin antagonist
3185,NR2F6,trt_sh,-0.828,-0.828,0.75,24,11,13,73,
3186,BRD-K64058329,trt_cp,-0.828,-0.828,0.806,13,8,5,29,
3187,NADSYN1,trt_sh,-0.828,-0.828,-0.467,15,4,11,24,
3188,tetrindole,trt_cp,-0.829,-0.829,0.759,25,10,15,56,Monoamine oxidase inhibitor
3189,LIG1,trt_sh,-0.829,-0.829,0.827,14,7,7,39,
3190,FDX1,trt_sh,-0.83,-0.83,0.813,20,9,11,42,
3191,GDNF,trt_lig,-0.83,-0.83,0.808,42,18,24,107,
3192,rebamipide,trt_cp,-0.83,-0.83,0.676,22,9,13,46,Free radical scavenger
3193,RK-682,trt_cp,-0.83,-0.83,0.379,11,4,7,22,Tyrosine phosphatase inhibitor
3194,TAOK2,trt_sh,-0.83,-0.83,0.643,20,9,11,43,
3195,FOSL1,trt_sh,-0.831,-0.831,-0.092,15,5,10,33,
3196,PAQR8,trt_sh,-0.831,-0.831,0.709,10,4,6,27,
3197,arglabin,trt_cp,-0.831,-0.831,0.669,17,7,10,42,farnesyltransferase inhibitor
3198,nicardipine,trt_cp,-0.831,-0.831,0.79,58,26,32,130,Calcium channel blocker
3199,TSPAN8,trt_sh,-0.831,-0.831,0.777,12,5,7,33,
3200,PPIC,trt_sh,-0.831,-0.831,0.694,15,7,8,43,
3201,TOP1,trt_sh,-0.831,-0.831,0.762,15,7,8,33,
3202,OMDM-2,trt_cp,-0.831,-0.831,0.762,10,5,5,19,FAAH inhibitor
3203,repaglinide,trt_cp,-0.832,-0.832,0.829,35,19,16,72,Insulin secretagogue
3204,FGF1,trt_lig,-0.833,-0.833,0.822,48,26,22,107,
3205,dimesna,trt_cp,-0.833,-0.833,0.73,17,9,8,42,tubulin polymerization inhibitor
3206,bumetanide,trt_cp,-0.833,-0.833,0.827,24,10,14,75,Solute carrier family member inhibitor
3207,GART,trt_sh,-0.833,-0.833,0.352,11,4,7,27,
3208,PRX-08066,trt_cp,-0.833,-0.833,0.655,19,8,11,42,serotonin receptor antagonist
3209,ZNF785,trt_sh,-0.833,-0.833,-0.625,12,3,9,27,
3210,quetiapine,trt_cp,-0.833,-0.833,-0.426,31,10,21,76,Dopamine receptor antagonist|Serotonin receptor antagonist
3211,KHDRBS1,trt_sh,-0.833,-0.833,0.801,24,9,15,63,
3212,KCNK2,trt_sh,-0.833,-0.833,-0.619,13,3,10,27,
3213,RYBP,trt_sh,-0.833,-0.833,0.789,17,9,8,33,
3214,PRLHR,trt_sh,-0.834,-0.834,0.73,12,6,6,24,
3215,RXRA,trt_sh,-0.834,-0.834,0.824,13,6,7,33,
3216,SRSF4,trt_sh,-0.834,-0.834,-0.628,11,2,9,33,
3217,TTR,trt_sh,-0.834,-0.834,0.782,11,6,5,24,
3218,7-nitroindazole,trt_cp,-0.834,-0.834,-0.058,27,9,18,72,Nitric oxide synthase inhibitor
3219,SSBP2,trt_sh,-0.835,-0.835,-0.707,19,4,15,36,
