,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
2445,TINF2,trt_xpr,0.809,-0.808,0.809,31,16,15,77,
2446,DAPK1,trt_sh,0.809,-0.354,0.809,11,7,4,28,
2447,kakonein,trt_cp,0.809,-0.64,0.809,16,10,6,42,"GABA receptor antagonist, serotonin receptor antagonist"
2448,RASSF2,trt_sh,0.809,-0.699,0.809,11,6,5,27,
2449,EML3,trt_sh,0.809,-0.767,0.809,11,6,5,42,
2450,GADD45B,trt_sh,0.809,-0.787,0.809,24,11,13,75,
2451,sarsagenin,trt_cp,0.809,-0.786,0.809,16,9,7,42,
2452,IGFBP3,trt_sh,0.808,-0.758,0.808,14,7,7,24,
2453,ranitidine,trt_cp,0.808,-0.605,0.808,30,17,13,106,Histamine receptor antagonist
2454,TMED10,trt_sh,0.808,0.629,0.808,18,14,4,39,
2455,methyldopa,trt_cp,0.807,-0.801,0.807,16,9,7,45,Adrenergic receptor agonist
2456,GALE,trt_sh,0.807,-0.709,0.807,26,14,12,75,
2457,SHB,trt_sh,0.807,-0.476,0.807,13,8,5,39,
2458,UGDH,trt_sh,0.806,-0.748,0.806,19,10,9,72,
2459,TXNL4B,trt_sh,0.806,-0.692,0.806,17,8,9,41,
2460,BCAT2,trt_sh,0.806,-0.751,0.806,10,5,5,33,
2461,HOXB13,trt_sh,0.806,-0.655,0.806,14,8,6,24,
2462,eriodictyol,trt_cp,0.806,-0.735,0.806,17,10,7,39,Cytochrome P450 inhibitor
2463,umeclidinium,trt_cp,0.805,-0.663,0.805,18,10,8,42,acetylcholine receptor antagonist
2464,serdemetan,trt_cp,0.804,-0.759,0.804,74,42,32,221,MDM inhibitor
2465,LNPEP,trt_sh,0.803,-0.63,0.803,12,7,5,27,
2466,P4HTM,trt_sh,0.803,-0.71,0.803,11,6,5,42,
2467,CCNA2,trt_sh,0.803,-0.736,0.803,35,19,16,93,
2468,lorazepam,trt_cp,0.803,-0.764,0.803,16,8,8,53,Benzodiazepine receptor agonist
2469,SMURF2,trt_sh,0.802,-0.694,0.802,10,6,4,41,
2470,IL6R,trt_sh,0.801,-0.742,0.801,10,6,4,27,
2471,CTSB,trt_sh,0.801,0.614,0.801,11,8,3,27,
2472,SUCLA2,trt_sh,0.8,0.067,0.8,12,8,4,27,
2473,FKBP1A,trt_sh,0.8,-0.719,0.8,17,9,8,33,
2474,NPTN,trt_sh,0.8,-0.706,0.8,24,14,10,64,
2475,articaine,trt_cp,0.8,-0.737,0.8,11,5,6,19,Local anesthetic
2476,cefotetan,trt_cp,0.8,-0.789,0.8,22,12,10,46,Bacterial cell wall synthesis inhibitor
2477,BCR,trt_sh,0.799,-0.726,0.799,16,7,9,51,
2478,laropiprant,trt_cp,0.799,-0.663,0.799,17,10,7,42,prostanoid receptor antagonist
2479,RAB4A,trt_sh,0.799,-0.785,0.799,11,5,6,42,
2480,ibuprofen,trt_cp,0.798,-0.391,0.798,20,13,7,68,Cyclooxygenase inhibitor
2481,ABHD4,trt_sh,0.798,-0.752,0.798,19,10,9,36,
2482,TMEM110,trt_sh,0.797,-0.754,0.797,12,5,7,42,
2483,PDX1,trt_sh,0.797,-0.623,0.797,12,6,6,24,
2484,levothyroxine,trt_cp,0.797,-0.773,0.797,20,12,8,46,Thyroid hormone stimulant
2485,IL4,trt_sh,0.796,-0.755,0.796,19,10,9,54,
2486,SID-26681509,trt_cp,0.795,-0.771,0.795,29,14,15,94,Cathepsin inhibitor
2487,NRIP1,trt_sh,0.795,-0.749,0.795,21,12,9,66,
2488,NCOR2,trt_sh,0.794,-0.792,0.794,11,6,5,33,
2489,cariporide,trt_cp,0.794,-0.679,0.794,13,7,6,42,sodium/hydrogen exchanger inhibitor
2490,CHEMBL-399379,trt_cp,0.794,-0.732,0.794,13,6,7,64,ATP citrase lyase inhibitor
2491,TCF7,trt_sh,0.794,-0.74,0.794,12,5,7,30,
2492,terbinafine,trt_cp,0.793,-0.624,0.793,18,11,7,64,Fungal squalene epoxidase inhibitor
2493,SH3GL1,trt_sh,0.792,0.627,0.792,11,8,3,30,
2494,CHCHD7,trt_sh,0.792,0.535,0.792,13,9,4,42,
2495,apixaban,trt_cp,0.791,-0.731,0.791,18,11,7,42,coagulation factor inhibitor
2496,evodiamine,trt_cp,0.791,-0.746,0.791,23,11,12,59,ATPase inhibitor|TRPV agonist
2497,ACD,trt_sh,0.791,-0.78,0.791,11,5,6,42,
2498,CEACAM6,trt_sh,0.79,-0.783,0.79,12,7,5,33,
2499,ASCC3,trt_sh,0.789,-0.681,0.789,22,14,8,72,
2500,PTPRK,trt_sh,0.789,-0.505,0.789,12,7,5,36,
2501,LYPD3,trt_sh,0.789,-0.675,0.789,14,7,7,42,
2502,SPEN,trt_sh,0.789,-0.685,0.789,22,12,10,69,
2503,PKD1,trt_sh,0.789,-0.671,0.789,29,14,15,72,
2504,balsalazide,trt_cp,0.788,-0.782,0.788,23,13,10,54,Cyclooxygenase inhibitor
2505,CD55,trt_sh,0.787,-0.71,0.787,12,6,6,27,
2506,TPI1,trt_sh,0.786,0.552,0.786,13,9,4,30,
2507,NCS-382,trt_cp,0.786,-0.768,0.786,12,6,6,42,GABA receptor antagonist
2508,HYAL1,trt_sh,0.785,-0.78,0.785,10,5,5,27,
2509,DHPS,trt_sh,0.785,0.64,0.785,13,9,4,42,
2510,KAT5,trt_sh,0.785,0.575,0.785,10,7,3,27,
2511,clenbuterol,trt_cp,0.784,0.533,0.784,17,12,5,45,Adrenergic receptor agonist
2512,STAT5A,trt_sh,0.783,-0.754,0.783,18,10,8,54,
2513,fomocaine,trt_cp,0.781,0.59,0.781,18,13,5,42,voltage-gated sodium channel modulator
2514,F5,trt_sh,0.781,-0.383,0.781,11,7,4,27,
2515,cutamesine,trt_cp,0.779,0.152,0.779,18,12,6,42,sigma receptor agonist
2516,HEBP1,trt_sh,0.779,-0.713,0.779,15,8,7,36,
2517,TRAF3,trt_sh,0.778,0.054,0.778,12,8,4,34,
2518,KIF5C,trt_sh,0.777,-0.375,0.777,11,7,4,42,
2519,folic-acid,trt_cp,0.777,-0.759,0.777,19,9,10,46,Folate receptor ligand
2520,TLR4,trt_sh,0.776,0.578,0.776,13,9,4,27,
2521,acetazolamide,trt_cp,0.776,-0.745,0.776,17,9,8,45,Carbonic anhydrase inhibitor
2522,MSH5,trt_sh,0.776,-0.74,0.776,18,11,7,64,
2523,BRD-K38044934,trt_cp,0.776,-0.705,0.776,14,6,8,42,
2524,CCDC85B,trt_sh,0.776,0.529,0.776,10,7,3,43,
2525,PKN2,trt_sh,0.775,-0.764,0.775,15,7,8,38,
2526,arofylline,trt_cp,0.775,-0.704,0.775,20,12,8,42,phosphodiesterase inhibitor
2527,netupitant,trt_cp,0.774,-0.719,0.774,21,10,11,42,tachykinin antagonist
2528,ixazomib-citrate,trt_cp,0.773,-0.71,0.773,15,7,8,42,proteasome inhibitor
2529,ATMIN,trt_sh,0.772,-0.314,0.772,11,7,4,41,
2530,CITCO,trt_cp,0.772,-0.663,0.772,12,6,6,21,CAR agonist
2531,CDK9,trt_sh,0.772,-0.724,0.772,20,11,9,47,
2532,POLG2,trt_sh,0.772,-0.733,0.772,13,6,7,50,
2533,UBR7,trt_sh,0.77,-0.697,0.77,16,10,6,36,
2534,NSC-4644,trt_cp,0.769,-0.766,0.769,17,8,9,42,"ACAT inhibitor, sterol regulatory element binding protein (SREBP) inhibitor"
2535,TG-100115,trt_cp,0.769,-0.744,0.769,22,13,9,59,
2536,PCGF5,trt_sh,0.767,-0.695,0.767,16,8,8,27,
2537,KEAP1,trt_sh,0.766,-0.399,0.766,17,11,6,75,
2538,LCQ-908,trt_cp,0.765,-0.731,0.765,22,13,9,42,
2539,nortriptyline,trt_cp,0.764,-0.716,0.764,31,14,17,64,Tricyclic antidepressant
2540,MY-5445,trt_cp,0.76,-0.722,0.76,10,5,5,18,Phosphodiesterase inhibitor|Platelet aggregation inhibitor
2541,SREBF1,trt_sh,0.759,0.027,0.759,12,8,4,32,
2542,NGFR,trt_sh,0.759,-0.739,0.759,10,5,5,33,
2543,PCK1,trt_sh,0.759,-0.243,0.759,17,11,6,37,
2544,DCUN1D4,trt_sh,0.758,-0.708,0.758,13,7,6,39,
2545,antimycin-a,trt_cp,0.758,-0.734,0.758,13,7,6,37,ATP synthase inhibitor
2546,tebipenem,trt_cp,0.756,-0.719,0.756,16,9,7,42,bacterial cell wall synthesis inhibitor
2547,COPB2,trt_sh,0.756,-0.658,0.756,15,8,7,36,
2548,lodoxamide,trt_cp,0.755,-0.689,0.755,13,7,6,42,histamine receptor antagonist
2549,butyl-paraben,trt_cp,0.755,-0.752,0.755,11,5,6,27,DNA synthesis inhibitor
2550,DTX1,trt_sh,0.755,-0.673,0.755,10,6,4,26,
2551,TL-AA09,trt_cp,0.753,-0.727,0.753,18,7,11,42,
2552,DLX3,trt_sh,0.751,0.023,0.751,12,8,4,24,
2553,TWS-119,trt_cp,0.75,-0.731,0.75,55,31,24,199,Glycogen synthase kinase inhibitor
2554,NIPBL,trt_sh,0.748,-0.743,0.748,14,7,7,42,
2555,ATN-161,trt_cp,0.748,-0.406,0.748,14,9,5,42,integrin antagonist
2556,SCCPDH,trt_oe,0.747,-0.718,0.747,10,5,5,17,
2557,CASP4,trt_sh,0.747,-0.633,0.747,10,6,4,24,
2558,HCN3,trt_sh,0.745,0.169,0.745,12,8,4,27,
2559,amisulpride,trt_cp,0.744,-0.564,0.744,11,7,4,30,Dopamine receptor antagonist
2560,hydralazine,trt_cp,0.739,-0.692,0.739,12,6,6,22,Vasodilator
2561,ZSCAN4,trt_sh,0.738,-0.459,0.738,11,7,4,27,
2562,TAF13,trt_sh,0.735,-0.733,0.735,10,6,4,27,
2563,BL-077,trt_cp,0.734,0.574,0.734,10,7,3,24,
2564,FOXF2,trt_sh,0.734,-0.693,0.734,14,6,8,27,
2565,GRIN3A,trt_sh,0.734,-0.664,0.734,10,5,5,24,
2566,PPIB,trt_sh,0.732,-0.604,0.732,11,6,5,27,
2567,ASPH,trt_sh,0.731,-0.275,0.731,11,7,4,27,
2568,CBLC,trt_sh,0.73,0.138,0.73,12,8,4,24,
2569,PPARD,trt_sh,0.728,-0.703,0.728,13,8,5,27,
2570,talnetant,trt_cp,0.728,-0.362,0.728,11,7,4,42,tachykinin antagonist
2571,dexfenfluramine,trt_cp,0.727,-0.711,0.727,15,8,7,46,Serotonin receptor agonist
2572,AG-494,trt_cp,0.726,-0.647,0.726,11,6,5,19,EGFR inhibitor|Tyrosine kinase inhibitor
2573,LY-2090314,trt_cp,0.725,-0.723,0.725,12,7,5,42,
2574,PRKAA2,trt_sh,0.725,-0.72,0.725,12,6,6,31,
2575,SQLE,trt_sh,0.724,-0.723,0.724,10,5,5,30,
2576,trimethoprim,trt_cp,0.723,-0.711,0.723,17,7,10,45,Dihydrofolate reductase inhibitor
2577,CCND3,trt_sh,0.721,-0.636,0.721,15,8,7,42,
2578,r(-)-apomorphine,trt_cp,0.72,-0.641,0.72,19,10,9,42,
2579,NPRL2,trt_sh,0.717,-0.7,0.717,10,5,5,36,
2580,PTPN6,trt_sh,0.715,-0.613,0.715,10,6,4,24,
2581,SLC25A13,trt_sh,0.713,-0.66,0.713,10,5,5,24,
2582,ZNF365,trt_sh,0.698,0.445,0.698,10,7,3,33,
2583,ESRRA,trt_sh,0.692,-0.669,0.692,10,6,4,30,
2584,OPN4,trt_sh,0.692,-0.619,0.692,11,5,6,24,
2585,ZNF621,trt_sh,0.642,-0.595,0.642,10,6,4,27,
2586,ELF3,trt_sh,-0.656,-0.656,0.656,10,6,4,32,
2587,POU5F2,trt_sh,-0.695,-0.695,0.653,10,6,4,27,
2588,HPN,trt_sh,-0.7,-0.7,0.653,10,5,5,24,
2589,bambuterol,trt_cp,-0.703,-0.703,0.589,12,5,7,45,Adrenergic receptor agonist
2590,HOXA9,trt_sh,-0.711,-0.711,0.709,10,5,5,33,
2591,MCM7,trt_sh,-0.719,-0.719,0.64,12,5,7,27,
2592,TANK,trt_sh,-0.724,-0.724,0.712,13,6,7,27,
2593,BRD-K55149044,trt_cp,-0.726,-0.726,0.659,10,4,6,25,
2594,UCK2,trt_sh,-0.727,-0.727,0.265,20,7,13,42,
2595,CCNE1,trt_sh,-0.729,-0.729,0.701,19,7,12,49,
2596,PANK3,trt_sh,-0.729,-0.729,0.667,11,5,6,18,
2597,TCF3,trt_sh,-0.731,-0.731,0.6,13,6,7,33,
2598,ELF4,trt_sh,-0.731,-0.731,0.678,13,5,8,33,
2599,RNASE4,trt_sh,-0.732,-0.732,0.715,11,5,6,27,
2600,masoprocol,trt_cp,-0.732,-0.732,0.387,11,4,7,42,lipoxygenase inhibitor
2601,DSG2,trt_sh,-0.732,-0.732,0.681,10,5,5,36,
2602,HDGFRP3,trt_sh,-0.736,-0.736,0.726,15,9,6,29,
2603,PABPC1,trt_sh,-0.736,-0.736,0.263,11,4,7,36,
2604,EIF4G1,trt_sh,-0.737,-0.737,0.691,12,7,5,33,
2605,SQSTM1,trt_sh,-0.737,-0.737,-0.437,13,4,9,33,
2606,ZNF217,trt_sh,-0.743,-0.743,0.704,10,4,6,30,
2607,VP-20629,trt_cp,-0.747,-0.747,0.688,20,10,10,42,beta amyloid antagonist
2608,ipratropium,trt_cp,-0.749,-0.749,0.671,40,18,22,107,Acetylcholine receptor antagonist
2609,SCRN1,trt_sh,-0.75,-0.75,0.698,13,6,7,33,
2610,HLA-DMB,trt_sh,-0.751,-0.751,0.723,13,6,7,27,
2611,TYMS,trt_sh,-0.751,-0.751,0.663,13,5,8,33,
2612,IDH3B,trt_sh,-0.752,-0.752,0.452,11,4,7,27,
2613,ketanserin,trt_cp,-0.752,-0.752,0.694,20,9,11,64,Serotonin receptor antagonist
2614,RBM15,trt_sh,-0.752,-0.752,0.728,10,5,5,27,
2615,SH3BP5,trt_sh,-0.752,-0.752,0.686,18,9,9,50,
2616,C1ORF106,trt_sh,-0.754,-0.754,-0.048,15,5,10,33,
2617,MSRA,trt_sh,-0.755,-0.755,0.713,15,7,8,36,
2618,CAMK4,trt_sh,-0.759,-0.759,0.744,10,4,6,20,
2619,mometasone,trt_cp,-0.76,-0.76,-0.622,10,3,7,23,Glucocorticoid receptor agonist
2620,mozavaptan,trt_cp,-0.762,-0.762,0.741,17,7,10,42,vasopressin receptor antagonist
2621,DOK4,trt_sh,-0.763,-0.763,-0.548,13,4,9,33,
2622,sulbutiamine,trt_cp,-0.763,-0.763,0.521,16,6,10,42,acetylcholine receptor antagonist
2623,HDAC8,trt_sh,-0.763,-0.763,0.743,18,8,10,39,
2624,SIRT2,trt_sh,-0.763,-0.763,0.742,38,18,20,89,
2625,SA-1458306,trt_cp,-0.764,-0.764,0.744,11,5,6,22,
2626,FN1,trt_lig,-0.765,-0.765,0.581,11,6,5,19,
2627,KDM4C,trt_sh,-0.766,-0.766,0.727,11,6,5,27,
2628,EPDR1,trt_sh,-0.766,-0.766,0.707,11,5,6,24,
2629,PLEKHM1,trt_sh,-0.766,-0.766,0.759,15,9,6,42,
2630,SP140,trt_sh,-0.767,-0.767,0.36,14,5,9,33,
2631,SA-424763,trt_cp,-0.768,-0.768,0.695,11,5,6,26,
2632,istaroxime,trt_cp,-0.769,-0.769,0.727,15,7,8,42,ATPase inhibitor
2633,GNAI3,trt_sh,-0.769,-0.769,-0.535,10,3,7,24,
2634,PNP,trt_sh,-0.77,-0.77,0.761,18,10,8,66,
2635,LRRC41,trt_sh,-0.771,-0.771,0.64,13,5,8,39,
2636,BRD-K23027438,trt_cp,-0.771,-0.771,0.768,10,5,5,30,
2637,DIABLO,trt_sh,-0.771,-0.771,0.646,10,4,6,32,
2638,PIGK,trt_sh,-0.773,-0.773,0.645,13,5,8,33,
2639,UVRAG,trt_sh,-0.774,-0.774,0.768,17,10,7,42,
2640,RBP1,trt_sh,-0.774,-0.774,0.417,11,4,7,24,
2641,TFE3,trt_sh,-0.774,-0.774,0.741,15,7,8,33,
2642,ganaxolone,trt_cp,-0.775,-0.775,0.735,16,8,8,42,GABA receptor modulator
2643,JNK-IN-5A,trt_cp,-0.775,-0.775,0.755,30,16,14,114,
2644,TGFB1,trt_sh,-0.776,-0.776,0.674,13,6,7,41,
2645,ITFG1,trt_sh,-0.778,-0.778,0.74,15,6,9,39,
2646,mitiglinide,trt_cp,-0.778,-0.778,0.739,19,8,11,42,insulin secretagogue
2647,TAL1,trt_sh,-0.779,-0.779,0.693,11,6,5,33,
2648,arglabin,trt_cp,-0.779,-0.779,0.583,13,5,8,42,farnesyltransferase inhibitor
2649,TESK1,trt_sh,-0.78,-0.78,0.757,24,11,13,74,
2650,PRKCQ,trt_sh,-0.78,-0.78,0.686,15,6,9,34,
2651,BUB1B,trt_sh,-0.781,-0.781,0.741,39,18,21,89,
2652,PSMD1,trt_sh,-0.782,-0.782,0.504,10,4,6,30,
2653,BAY-59-3074,trt_cp,-0.782,-0.782,0.471,11,4,7,19,Cannabinoid receptor partial agonist
2654,DLC1,trt_sh,-0.782,-0.782,0.702,17,7,10,33,
2655,EPHX2,trt_sh,-0.783,-0.783,-0.563,11,3,8,24,
2656,PKIG,trt_sh,-0.784,-0.784,-0.119,21,7,14,72,
2657,TOMM40,trt_sh,-0.785,-0.785,0.78,14,7,7,27,
2658,SEC16A,trt_sh,-0.785,-0.785,0.694,12,5,7,22,
2659,phenprocoumon,trt_cp,-0.786,-0.786,0.65,15,7,8,42,vitamin K antagonist
2660,IGHMBP2,trt_sh,-0.787,-0.787,0.626,22,8,14,42,
2661,KRT8,trt_sh,-0.787,-0.787,0.237,14,5,9,27,
2662,rizatriptan,trt_cp,-0.788,-0.788,0.756,24,13,11,76,Serotonin receptor agonist
2663,CEPT1,trt_sh,-0.788,-0.788,0.778,11,5,6,27,
2664,F-1061-0166,trt_cp,-0.788,-0.788,-0.591,10,3,7,34,
2665,AKAP8,trt_sh,-0.789,-0.789,-0.503,16,5,11,42,
2666,XL-147,trt_cp,-0.789,-0.789,0.784,19,10,9,60,PI3K inhibitor
2667,PWP1,trt_sh,-0.789,-0.789,0.729,12,5,7,42,
2668,aminocaproic-acid,trt_cp,-0.79,-0.79,0.773,16,9,7,46,Plasminogen activator inhibitor
2669,BRD-K40151202,trt_cp,-0.79,-0.79,0.742,18,7,11,35,
2670,MLLT10,trt_sh,-0.79,-0.79,0.693,12,6,6,27,
2671,GPR56,trt_sh,-0.79,-0.79,0.729,26,12,14,72,
2672,tipranavir,trt_cp,-0.791,-0.791,0.294,17,6,11,42,HIV protease inhibitor
2673,CFL1,trt_sh,-0.791,-0.791,0.732,13,7,6,27,
2674,ERK-inhibitor-11E,trt_cp,-0.791,-0.791,0.726,30,14,16,59,MAP kinase inhibitor
2675,CKS1B,trt_sh,-0.791,-0.791,0.688,10,5,5,36,
2676,PHF17,trt_sh,-0.791,-0.791,0.722,12,6,6,30,
2677,MAN2B1,trt_sh,-0.792,-0.792,0.724,20,8,12,66,
2678,LRRK2,trt_sh,-0.792,-0.792,0.413,11,4,7,38,
2679,MST1,trt_sh,-0.792,-0.792,0.223,11,4,7,29,
2680,BRD-K22033393,trt_cp,-0.792,-0.792,0.734,10,6,4,18,
2681,APO-866,trt_cp,-0.793,-0.793,0.731,17,8,9,59,Niacinamide phosphoribosyltransferase inhibitor|NAMPT inhibitor
2682,FGFR1,trt_sh,-0.793,-0.793,-0.512,13,4,9,43,
2683,D-64131,trt_cp,-0.793,-0.793,0.729,19,8,11,43,Microtubule inhibitor
2684,SLC35A1,trt_sh,-0.794,-0.794,0.734,29,14,15,66,
2685,VAPB,trt_sh,-0.795,-0.795,0.794,16,8,8,43,
2686,HCFC1,trt_sh,-0.795,-0.795,0.627,10,4,6,27,
2687,SMAD6,trt_sh,-0.796,-0.796,0.76,11,5,6,33,
2688,nafamostat,trt_cp,-0.796,-0.796,0.743,15,8,7,42,serine protease inhibitor
2689,CLK3,trt_sh,-0.797,-0.797,0.641,13,6,7,37,
2690,penciclovir,trt_cp,-0.797,-0.797,0.706,17,7,10,57,DNA directed DNA polymerase inhibitor
2691,TOR1A,trt_sh,-0.797,-0.797,0.736,13,6,7,36,
2692,DR1,trt_sh,-0.797,-0.797,-0.612,10,3,7,30,
2693,BRD-K59946561,trt_cp,-0.798,-0.798,0.696,10,4,6,24,
2694,SPRY2,trt_sh,-0.799,-0.799,0.632,10,4,6,27,
2695,IFI16,trt_sh,-0.799,-0.799,-0.708,10,3,7,27,
2696,ciclesonide,trt_cp,-0.799,-0.799,0.784,20,10,10,42,glucocorticoid receptor agonist
2697,ITGAE,trt_sh,-0.799,-0.799,0.797,24,13,11,72,
2698,PPIC,trt_sh,-0.799,-0.799,-0.699,14,2,12,43,
2699,glutamine,trt_cp,-0.8,-0.8,0.737,12,7,5,53,
2700,DDX42,trt_sh,-0.8,-0.8,0.787,11,6,5,41,
2701,BRD-A08658758,trt_cp,-0.8,-0.8,0.729,26,12,14,48,
2702,BRD-K19876534,trt_cp,-0.8,-0.8,0.778,20,9,11,61,
2703,HADHB,trt_sh,-0.801,-0.801,0.792,24,12,12,69,
2704,FAM69A,trt_sh,-0.802,-0.802,0.739,15,8,7,42,
2705,UGT1A6,trt_sh,-0.802,-0.802,0.64,12,5,7,24,
2706,nelfinavir,trt_cp,-0.802,-0.802,0.215,14,5,9,29,HIV protease inhibitor
2707,AV-608,trt_cp,-0.803,-0.803,0.715,16,7,9,42,tachykinin antagonist
2708,RET,trt_sh,-0.804,-0.804,0.76,64,34,30,160,
2709,ANO1,trt_sh,-0.805,-0.805,0.636,10,5,5,27,
2710,thioperamide,trt_cp,-0.805,-0.805,0.766,12,6,6,48,Histamine receptor antagonist
2711,BBS9,trt_sh,-0.805,-0.805,0.801,15,7,8,42,
2712,ALG9,trt_sh,-0.806,-0.806,0.741,10,5,5,33,
2713,BRD-K57064803,trt_cp,-0.806,-0.806,0.738,21,10,11,62,
2714,kinetin-riboside,trt_cp,-0.806,-0.806,0.772,19,10,9,71,Apoptosis stimulant
2715,DDIT3,trt_sh,-0.806,-0.806,0.194,14,5,9,41,
2716,mibampator,trt_cp,-0.807,-0.807,0.744,16,8,8,42,glutamate receptor modulator
2717,NFKBIB,trt_sh,-0.807,-0.807,0.778,15,6,9,35,
2718,AZD-1981,trt_cp,-0.807,-0.807,0.798,15,6,9,42,
2719,NUP62,trt_sh,-0.807,-0.807,0.802,16,8,8,41,
2720,ZFP28,trt_sh,-0.807,-0.807,0.638,11,5,6,27,
2721,JQ1-(-),trt_cp,-0.808,-0.808,0.781,44,25,19,114,
2722,dasabuvir,trt_cp,-0.808,-0.808,0.667,17,8,9,42,HCV inhibitor
2723,CNDP2,trt_sh,-0.808,-0.808,-0.134,18,6,12,42,
2724,AXL,trt_xpr,-0.809,-0.809,-0.69,17,5,12,66,
2725,vinburnine,trt_cp,-0.809,-0.809,-0.672,25,7,18,57,Adrenergic receptor antagonist
2726,tandutinib,trt_cp,-0.81,-0.81,0.776,29,12,17,59,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
2727,CDK3,trt_sh,-0.81,-0.81,0.734,10,6,4,20,
2728,RNH1,trt_sh,-0.81,-0.81,0.765,17,8,9,42,
2729,NFKB1,trt_sh,-0.81,-0.81,0.703,28,10,18,65,
2730,GSK3B,trt_sh,-0.811,-0.811,0.771,54,26,28,158,
2731,UBE2E3,trt_sh,-0.811,-0.811,0.693,10,5,5,33,
2732,lisofylline,trt_cp,-0.811,-0.811,0.612,18,7,11,42,"interleukin receptor antagonist, STAT inhibitor"
2733,NOV,trt_sh,-0.812,-0.812,-0.636,11,3,8,27,
2734,ORMDL3,trt_sh,-0.812,-0.812,0.689,18,7,11,38,
2735,AFP,trt_sh,-0.812,-0.812,0.296,11,4,7,24,
2736,fludroxycortide,trt_cp,-0.813,-0.813,0.803,28,17,11,80,Glucocorticoid receptor agonist
2737,FEN1,trt_sh,-0.813,-0.813,0.795,13,5,8,27,
2738,BLCAP,trt_sh,-0.813,-0.813,0.805,18,9,9,43,
2739,INPP4B,trt_sh,-0.813,-0.813,0.788,31,14,17,69,
2740,NUSAP1,trt_sh,-0.813,-0.813,0.701,11,6,5,39,
2741,TATDN2,trt_sh,-0.814,-0.814,0.627,12,5,7,39,
2742,lidamidine,trt_cp,-0.814,-0.814,0.77,18,10,8,42,adrenergic receptor agonist
2743,AZD-9668,trt_cp,-0.814,-0.814,0.531,20,8,12,42,
2744,sodium-tanshinone-ii-a-sulfonate,trt_cp,-0.814,-0.814,0.718,13,6,7,42,
2745,PER2,trt_sh,-0.814,-0.814,0.747,30,13,17,75,
2746,milacemide,trt_cp,-0.814,-0.814,0.782,20,11,9,42,monoamine oxidase inhibitor
2747,CELSR2,trt_sh,-0.814,-0.814,0.767,10,4,6,27,
2748,KIF21B,trt_sh,-0.814,-0.814,0.781,11,5,6,33,
2749,faropenem,trt_cp,-0.815,-0.815,0.75,19,9,10,42,lactamase inhibitor
2750,VRK1,trt_sh,-0.815,-0.815,0.752,15,8,7,41,
2751,TTC3,trt_sh,-0.815,-0.815,0.788,11,6,5,33,
2752,CACNA1D,trt_sh,-0.816,-0.816,-0.13,12,4,8,27,
2753,apafant,trt_cp,-0.816,-0.816,0.798,21,9,12,61,Platelet activating factor receptor antagonist
2754,talinolol,trt_cp,-0.817,-0.817,0.707,16,6,10,42,adrenergic receptor antagonist
2755,RAP1GDS1,trt_sh,-0.817,-0.817,0.786,12,6,6,30,
2756,acivicin,trt_cp,-0.817,-0.817,0.687,12,6,6,42,gamma glutamyltransferase inhibitor
2757,brompheniramine,trt_cp,-0.817,-0.817,-0.532,13,4,9,35,Histamine receptor antagonist
2758,chenodeoxycholic-acid,trt_cp,-0.817,-0.817,0.782,12,7,5,27,11-beta-HSD1 inhibitor|FXR agonist
2759,SJB-AF-2,trt_cp,-0.817,-0.817,0.62,12,5,7,30,
2760,COPS5,trt_sh,-0.817,-0.817,0.757,12,6,6,36,
2761,pentamidine,trt_cp,-0.817,-0.817,0.813,21,11,10,58,Anti-pneumocystis agent
2762,ORM2,trt_lig,-0.817,-0.817,0.78,10,5,5,19,
2763,KIT,trt_sh,-0.818,-0.818,0.781,43,22,21,106,
2764,IL13RA2,trt_sh,-0.818,-0.818,0.62,14,7,7,27,
2765,NR2F2,trt_sh,-0.818,-0.818,-0.634,13,3,10,33,
2766,RBBP6,trt_sh,-0.818,-0.818,0.796,18,10,8,42,
2767,PAK1,trt_sh,-0.818,-0.818,-0.75,14,2,12,43,
2768,ciglitazone,trt_cp,-0.818,-0.818,0.719,26,13,13,70,PPAR receptor agonist
2769,CHN1,trt_sh,-0.819,-0.819,0.745,28,12,16,72,
2770,TTF1,trt_sh,-0.819,-0.819,0.819,18,9,9,42,
2771,BRD-K69516039,trt_cp,-0.819,-0.819,0.728,15,6,9,31,
2772,BMS-509744,trt_cp,-0.819,-0.819,0.77,61,27,34,180,ITK inhibitor
2773,BMS-927711,trt_cp,-0.82,-0.82,0.713,10,6,4,42,
2774,LACC1,trt_sh,-0.82,-0.82,0.684,17,7,10,33,
2775,dofequidar,trt_cp,-0.82,-0.82,0.694,18,8,10,42,"MRP inhibitor, P glycoprotein inhibitor"
2776,oseltamivir-carboxylate,trt_cp,-0.821,-0.821,0.788,19,7,12,42,neuraminidase inhibitor
2777,BMS-707035,trt_cp,-0.821,-0.821,0.748,20,9,11,42,HIV integrase inhibitor
2778,FBP1,trt_sh,-0.821,-0.821,0.784,10,5,5,33,
2779,rimonabant,trt_cp,-0.821,-0.821,0.776,18,7,11,48,Cannabinoid receptor antagonist
2780,BPHL,trt_sh,-0.821,-0.821,0.536,13,5,8,42,
2781,RALA,trt_oe,-0.822,-0.822,-0.71,10,2,8,17,
