,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
3852,alverine,trt_cp,-0.742,-0.742,0.595,13,5,8,22,Muscle relaxant
3853,TNFRSF6B,trt_sh,-0.742,-0.742,0.732,13,7,6,24,
3854,BACH1,trt_sh,-0.745,-0.745,0.738,17,8,9,27,
3855,FGF10,trt_lig,-0.745,-0.745,0.497,10,5,5,19,
3856,epothilone,trt_cp,-0.745,-0.745,0.659,16,6,10,17,Microtubule inhibitor
3857,COX5A,trt_sh,-0.746,-0.746,0.016,18,6,12,30,
3858,TES,trt_sh,-0.747,-0.747,0.736,13,6,7,33,
3859,BRD-K48974000,trt_cp,-0.748,-0.748,0.57,10,4,6,15,CDC inhibitor
3860,baccatin-III,trt_cp,-0.748,-0.748,0.656,11,6,5,19,Paclitaxel precursor
3861,latanoprost,trt_cp,-0.749,-0.749,0.505,25,9,16,53,Prostanoid receptor agonist
3862,UBE2Z,trt_sh,-0.749,-0.749,0.676,18,10,8,27,
3863,combretastatin-A-4,trt_cp,-0.749,-0.749,0.642,14,6,8,42,tubulin polymerization inhibitor
3864,nesbuvir,trt_cp,-0.749,-0.749,-0.602,19,3,16,42,RNA polymerase inhibitor
3865,GSK-1292263,trt_cp,-0.75,-0.75,0.744,24,12,12,42,
3866,BRD-K14704318,trt_cp,-0.75,-0.75,-0.489,13,4,9,17,
3867,ACAD8,trt_sh,-0.751,-0.751,-0.57,16,5,11,24,
3868,ADCY9,trt_oe,-0.751,-0.751,0.674,11,5,6,17,
3869,KIN,trt_sh,-0.751,-0.751,0.693,13,7,6,24,
3870,ARG-TC-41,trt_cp,-0.752,-0.752,0.73,12,5,7,26,
3871,BRD-K50388960,trt_cp,-0.753,-0.753,-0.355,10,3,7,12,
3872,HMGN3,trt_sh,-0.753,-0.753,0.112,15,5,10,24,
3873,APOA2,trt_sh,-0.754,-0.754,0.673,18,10,8,24,
3874,cefazolin,trt_cp,-0.754,-0.754,0.289,11,4,7,15,Bacterial cell wall synthesis inhibitor
3875,AIMP2,trt_sh,-0.755,-0.755,0.7,15,6,9,33,
3876,maxacalcitol,trt_cp,-0.755,-0.755,0.644,23,11,12,42,vitamin D receptor agonist
3877,GPR125,trt_sh,-0.755,-0.755,0.742,21,9,12,42,
3878,closantel,trt_cp,-0.755,-0.755,0.727,27,13,14,46,Chitinase inhibitor|NFkB pathway inhibitor
3879,FZD8,trt_sh,-0.755,-0.755,0.677,17,7,10,27,
3880,ABCA3,trt_sh,-0.756,-0.756,0.754,15,7,8,33,
3881,KRT26,trt_sh,-0.756,-0.756,0.604,10,6,4,24,
3882,E-2012,trt_cp,-0.756,-0.756,0.687,23,12,11,42,gamma secretase modulator
3883,CHKB,trt_sh,-0.757,-0.757,0.534,17,7,10,34,
3884,RGS4,trt_sh,-0.758,-0.758,0.511,16,6,10,24,
3885,betazole,trt_cp,-0.759,-0.759,0.385,14,5,9,19,Histamine receptor agonist
3886,ZFP36,trt_sh,-0.759,-0.759,0.655,20,8,12,39,
3887,ioxaglic-acid,trt_cp,-0.759,-0.759,-0.535,10,3,7,19,Radiopaque medium
3888,WAY-213613,trt_cp,-0.76,-0.76,0.593,13,6,7,19,Glutamate inhibitor
3889,PF-02545920,trt_cp,-0.76,-0.76,0.738,25,10,15,42,phosphodiesterase inhibitor
3890,temazepam,trt_cp,-0.76,-0.76,0.689,21,10,11,42,
3891,CRABP1,trt_sh,-0.761,-0.761,0.705,14,6,8,27,
3892,DUSP6,trt_sh,-0.761,-0.761,0.696,15,7,8,27,
3893,HLA-DQB1,trt_sh,-0.761,-0.761,0.497,13,5,8,24,
3894,protirelin,trt_cp,-0.762,-0.762,0.751,17,9,8,42,thyrotropin releasing hormone receptor agonist
3895,EDNRB,trt_sh,-0.762,-0.762,0.708,17,8,9,27,
3896,ACAT1,trt_sh,-0.762,-0.762,0.716,23,12,11,33,
3897,ARAF,trt_sh,-0.763,-0.763,0.755,32,16,16,61,
3898,GPR119,trt_sh,-0.763,-0.763,0.552,13,5,8,27,
3899,TIMP1,trt_sh,-0.763,-0.763,0.723,15,8,7,30,
3900,TOP2A,trt_sh,-0.763,-0.763,0.757,48,24,24,90,
3901,KLF2,trt_sh,-0.763,-0.763,0.754,16,7,9,24,
3902,SU-014813,trt_cp,-0.763,-0.763,0.716,21,9,12,42,
3903,chloroxine,trt_cp,-0.763,-0.763,0.737,32,15,17,68,Opioid receptor antagonist
3904,GJA1,trt_sh,-0.763,-0.763,0.586,15,6,9,24,
3905,BAY-K8644,trt_cp,-0.764,-0.764,0.695,19,9,10,48,Calcium channel activator
3906,E2F3,trt_sh,-0.764,-0.764,0.457,13,5,8,30,
3907,BRD-K24698610,trt_cp,-0.764,-0.764,-0.643,10,1,9,12,
3908,NARFL,trt_sh,-0.765,-0.765,0.747,28,16,12,43,
3909,CTNNBIP1,trt_sh,-0.765,-0.765,0.517,16,7,9,27,
3910,RALB,trt_sh,-0.766,-0.766,-0.641,12,2,10,30,
3911,BRD-K90697054,trt_cp,-0.766,-0.766,0.338,14,5,9,17,
3912,FES,trt_sh,-0.766,-0.766,0.681,17,7,10,37,
3913,furosemide,trt_cp,-0.768,-0.768,0.659,19,8,11,45,Diuretic
3914,barasertib,trt_cp,-0.768,-0.768,0.676,26,12,14,42,Aurora kinase inhibitor
3915,tipranavir,trt_cp,-0.768,-0.768,0.75,20,9,11,42,HIV protease inhibitor
3916,GSR,trt_sh,-0.769,-0.769,0.676,13,7,6,22,
3917,AGCAACT,trt_sh.css,-0.769,-0.769,0.661,10,4,6,13,
3918,cortisone-acetate,trt_cp,-0.769,-0.769,0.712,12,5,7,23,Glucocorticoid receptor agonist
3919,UBAP1,trt_sh,-0.77,-0.77,-0.552,17,5,12,36,
3920,KI-8751,trt_cp,-0.77,-0.77,0.748,10,4,6,27,VEGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
3921,HOXC10,trt_sh,-0.771,-0.771,-0.574,14,4,10,24,
3922,YTHDF1,trt_sh,-0.771,-0.771,0.628,25,12,13,42,
3923,articaine,trt_cp,-0.771,-0.771,0.621,11,5,6,19,Local anesthetic
3924,KB-R7943,trt_cp,-0.771,-0.771,-0.364,10,3,7,19,Sodium/calcium exchange inhibitor
3925,deltaline,trt_cp,-0.771,-0.771,-0.483,10,3,7,19,Acetylcholine receptor antagonist
3926,SAP18,trt_sh,-0.771,-0.771,0.684,25,11,14,42,
3927,TIRAP,trt_sh,-0.772,-0.772,0.754,23,9,14,27,
3928,DPYD,trt_sh,-0.773,-0.773,0.727,18,7,11,30,
3929,ARFRP1,trt_sh,-0.773,-0.773,0.236,14,5,9,27,
3930,GART,trt_sh,-0.773,-0.773,0.703,16,8,8,27,
3931,CEPT1,trt_sh,-0.774,-0.774,0.618,14,7,7,27,
3932,OMDM-2,trt_cp,-0.774,-0.774,0.709,12,5,7,19,FAAH inhibitor
3933,CCBL1,trt_sh,-0.774,-0.774,0.546,13,5,8,24,
3934,favipiravir,trt_cp,-0.774,-0.774,0.69,26,11,15,42,RNA polymerase inhibitor
3935,ACTB,trt_sh,-0.774,-0.774,0.693,27,11,16,42,
3936,RASA1,trt_sh,-0.775,-0.775,0.535,19,7,12,30,
3937,ALAD,trt_sh,-0.775,-0.775,-0.447,13,4,9,24,
3938,UBAC2,trt_sh,-0.775,-0.775,0.437,15,7,8,27,
3939,levamisole,trt_cp,-0.775,-0.775,0.683,24,12,12,42,acetylcholine receptor agonist
3940,KIAA1279,trt_sh,-0.776,-0.776,0.771,29,15,14,42,
3941,refametinib,trt_cp,-0.776,-0.776,0.644,20,9,11,42,MEK inhibitor
3942,CAMK1,trt_xpr,-0.776,-0.776,0.774,38,21,17,66,
3943,PIGB,trt_sh,-0.776,-0.776,0.594,10,5,5,22,
3944,KIF21B,trt_sh,-0.776,-0.776,0.478,16,6,10,33,
3945,met-leu-phe,trt_cp,-0.777,-0.777,0.65,12,5,7,15,
3946,BRD-K60379529,trt_cp,-0.777,-0.777,0.748,12,5,7,17,
3947,ALDH18A1,trt_sh,-0.777,-0.777,0.692,25,11,14,38,
3948,PDHX,trt_sh,-0.777,-0.777,0.75,46,23,23,76,
3949,MLLT10,trt_sh,-0.779,-0.779,0.771,20,10,10,27,
3950,T-5224,trt_cp,-0.779,-0.779,0.613,24,10,14,42,AP inhibitor
3951,TMEM2,trt_sh,-0.779,-0.779,0.731,24,9,15,43,
3952,TANK,trt_sh,-0.779,-0.779,0.728,15,7,8,27,
3953,TSPAN6,trt_sh.cgs,-0.779,-0.779,0.664,10,4,6,11,
3954,M6PR,trt_sh,-0.78,-0.78,0.444,11,4,7,24,
3955,NFE2L2,trt_oe,-0.78,-0.78,0.286,20,7,13,33,
3956,BTG1,trt_sh,-0.78,-0.78,0.77,18,9,9,36,
3957,L3MBTL4,trt_sh,-0.781,-0.781,0.746,17,10,7,24,
3958,ARRY-334543,trt_cp,-0.781,-0.781,0.589,21,9,12,42,EGFR inhibitor
3959,MCCC1,trt_sh,-0.781,-0.781,-0.436,19,6,13,27,
3960,ibudilast,trt_cp,-0.781,-0.781,0.748,34,17,17,65,Phosphodiesterase inhibitor|Leukotriene receptor antagonist
3961,HOMER2,trt_sh,-0.781,-0.781,0.642,28,11,17,43,
3962,KDM4C,trt_sh,-0.782,-0.782,0.685,19,10,9,27,
3963,PNKP,trt_sh,-0.782,-0.782,0.765,46,24,22,80,
3964,ZNF786,trt_sh,-0.782,-0.782,0.731,15,6,9,27,
3965,HDAC4,trt_sh.cgs,-0.783,-0.783,-0.718,12,3,9,15,
3966,quinoclamine,trt_cp,-0.783,-0.783,0.73,44,22,22,70,Algicide
3967,tolmetin,trt_cp,-0.783,-0.783,0.722,16,7,9,27,Cyclooxygenase inhibitor
3968,PCSK7,trt_sh,-0.783,-0.783,0.655,17,8,9,27,
3969,LCN2,trt_sh,-0.783,-0.783,0.723,21,11,10,33,
3970,BRD-K41924482,trt_cp,-0.784,-0.784,0.324,11,4,7,17,
3971,KHDRBS1,trt_sh,-0.784,-0.784,0.769,36,14,22,63,
3972,penicillin-v-potassium,trt_cp,-0.784,-0.784,-0.5,25,8,17,42,bacterial cell wall synthesis inhibitor
3973,BRD-K35961280,trt_cp,-0.785,-0.785,0.669,12,6,6,17,
3974,BLCAP,trt_sh,-0.785,-0.785,0.709,23,10,13,43,
3975,SMARCE1,trt_sh,-0.785,-0.785,0.655,24,9,15,39,
3976,HERC6,trt_sh,-0.785,-0.785,0.715,23,11,12,42,
3977,PPP2R3A,trt_sh,-0.786,-0.786,0.678,26,11,15,39,
3978,PPP2CA,trt_sh,-0.786,-0.786,0.681,16,6,10,33,
3979,arglabin,trt_cp,-0.786,-0.786,0.561,17,9,8,42,farnesyltransferase inhibitor
3980,norketamine,trt_cp,-0.786,-0.786,0.6,10,4,6,19,Glutamate receptor antagonist
3981,brompheniramine,trt_cp,-0.786,-0.786,0.762,20,10,10,35,Histamine receptor antagonist
3982,MAPK1IP1L,trt_sh,-0.787,-0.787,-0.474,16,5,11,26,
3983,RIPK4,trt_sh,-0.787,-0.787,0.636,19,8,11,29,
3984,CCDC92,trt_sh,-0.787,-0.787,0.749,19,10,9,33,
3985,KUC105208,trt_cp,-0.787,-0.787,0.659,20,9,11,28,
3986,COG4,trt_sh.cgs,-0.787,-0.787,-0.484,10,3,7,12,
3987,PPT,trt_cp,-0.787,-0.787,-0.513,12,3,9,19,Estrogen receptor agonist
3988,oglemilast,trt_cp,-0.788,-0.788,0.716,27,12,15,42,phosphodiesterase inhibitor
3989,RYBP,trt_sh,-0.788,-0.788,-0.537,19,6,13,33,
3990,BRD-K37669227,trt_cp,-0.789,-0.789,0.59,13,5,8,28,
3991,ETV5,trt_sh,-0.789,-0.789,0.403,11,4,7,24,
3992,tyrphostin-AG-555,trt_cp,-0.789,-0.789,-0.598,11,3,8,19,EGFR inhibitor
3993,BRD-K57480017,trt_cp,-0.789,-0.789,-0.684,12,2,10,15,
3994,grazoprevir,trt_cp,-0.789,-0.789,0.3,20,7,13,42,HCV inhibitor
3995,ANKRD10,trt_sh,-0.789,-0.789,0.711,30,13,17,43,
3996,PMS2P3,trt_sh,-0.789,-0.789,0.727,27,14,13,42,
3997,acipimox,trt_cp,-0.79,-0.79,0.702,21,11,10,46,Cholesterol inhibitor
3998,RNF11,trt_sh,-0.79,-0.79,0.557,15,6,9,27,
3999,RAB27A,trt_sh.cgs,-0.79,-0.79,0.766,11,5,6,12,
4000,NEK2,trt_sh,-0.791,-0.791,0.769,22,11,11,37,
4001,itopride,trt_cp,-0.791,-0.791,0.771,34,18,16,57,Dopamine receptor antagonist
4002,GW-405833,trt_cp,-0.791,-0.791,0.679,39,17,22,78,Cannabinoid receptor agonist
4003,isoxsuprine,trt_cp,-0.791,-0.791,0.599,20,9,11,37,Adrenergic receptor agonist
4004,CRK,trt_oe,-0.791,-0.791,0.249,11,4,7,16,
4005,TLE3,trt_sh,-0.791,-0.791,0.759,16,8,8,33,
4006,BRD-K58479490,trt_cp,-0.791,-0.791,0.658,12,5,7,26,
4007,SST,trt_lig,-0.791,-0.791,0.752,10,5,5,19,
4008,IKZF5,trt_sh,-0.791,-0.791,0.592,14,6,8,27,
4009,tirapazamine,trt_cp,-0.791,-0.791,0.612,23,9,14,42,DNA inhibitor
4010,ACSL3,trt_sh,-0.792,-0.792,0.611,17,8,9,27,
4011,ethotoin,trt_cp,-0.792,-0.792,0.22,11,4,7,19,Hydantoin antiepileptic
4012,LPAR1,trt_sh,-0.793,-0.793,0.746,13,6,7,27,
4013,SLC5A6,trt_sh,-0.793,-0.793,0.442,17,6,11,43,
4014,SCCPDH,trt_oe,-0.793,-0.793,0.719,11,5,6,17,
4015,HMGCS1,trt_sh,-0.793,-0.793,0.783,34,18,16,70,
4016,quinpirol-(-),trt_cp,-0.794,-0.794,0.752,11,5,6,19,Dopamine receptor agonist
4017,fraxetin,trt_cp,-0.794,-0.794,0.747,14,8,6,23,Antioxidant
4018,BRD-K46645809,trt_cp,-0.794,-0.794,0.774,10,5,5,13,
4019,AHCY,trt_sh,-0.794,-0.794,0.714,23,13,10,33,
4020,SB-743921,trt_cp,-0.795,-0.795,0.731,18,7,11,41,kinesin-like spindle protein inhibitor
4021,CCMQ,trt_cp,-0.795,-0.795,0.784,10,4,6,19,Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites
4022,PIK-90,trt_cp,-0.795,-0.795,0.632,24,9,15,59,PI3K inhibitor
4023,BRD-K95117060,trt_cp,-0.795,-0.795,-0.53,10,3,7,12,
4024,KUC104542N,trt_cp,-0.795,-0.795,0.572,10,4,6,13,
4025,licochalcone-a,trt_cp,-0.795,-0.795,0.769,23,10,13,48,Topoisomerase inhibitor
4026,COT-10b,trt_cp,-0.796,-0.796,0.736,46,23,23,93,
4027,SMARCAD1,trt_sh,-0.796,-0.796,-0.509,15,4,11,27,
4028,JNJ-16259685,trt_cp,-0.796,-0.796,0.696,17,7,10,25,Glutamate receptor antagonist
4029,CCNE1,trt_sh,-0.796,-0.796,0.701,32,17,15,49,
4030,SQLE,trt_sh,-0.797,-0.797,0.77,20,10,10,30,
4031,SLC30A8,trt_sh,-0.797,-0.797,0.786,16,7,9,27,
4032,BRD-K50277523,trt_cp,-0.797,-0.797,0.234,11,4,7,14,
4033,docetaxel,trt_cp,-0.797,-0.797,0.635,44,18,26,74,Tubulin inhibitor
4034,rosiglitazone,trt_cp,-0.797,-0.797,0.743,79,38,41,152,PPAR receptor agonist|Insulin sensitizer
4035,ATP6AP1,trt_sh,-0.797,-0.797,-0.461,17,5,12,24,
4036,glimepiride,trt_cp,-0.798,-0.798,0.644,52,22,30,95,Insulin secretagogue
4037,icosapent,trt_cp,-0.798,-0.798,0.375,11,4,7,21,Platelet aggregation inhibitor
4038,BRD-K01265221,trt_cp,-0.798,-0.798,0.7,10,4,6,13,BCL inhibitor
4039,C9ORF96,trt_sh,-0.798,-0.798,0.666,54,23,31,89,
4040,STAM,trt_sh,-0.798,-0.798,0.248,14,5,9,33,
4041,XMD-1150,trt_cp,-0.798,-0.798,0.747,106,47,59,216,Leucine rich repeat kinase inhibitor
4042,pevonedistat,trt_cp,-0.798,-0.798,0.572,49,19,30,113,Nedd activating enzyme inhibitor
4043,TCEA2,trt_sh,-0.799,-0.799,0.76,21,10,11,36,
4044,ELAC2,trt_sh,-0.799,-0.799,0.728,18,8,10,39,
4045,FAM20B,trt_sh,-0.799,-0.799,0.6,20,8,12,33,
4046,BH3I-1,trt_cp,-0.799,-0.799,0.771,20,8,12,34,BCL inhibitor
4047,penitrem-a,trt_cp,-0.799,-0.799,0.728,38,16,22,70,Potassium channel blocker
4048,ANXA2,trt_sh,-0.799,-0.799,-0.484,17,5,12,24,
4049,BRD-K32238524,trt_cp,-0.799,-0.799,0.71,10,4,6,13,
4050,tubocurarine,trt_cp,-0.8,-0.8,0.707,31,13,18,42,Acetylcholine receptor antagonist
4051,chenodeoxycholic-acid,trt_cp,-0.8,-0.8,0.575,16,7,9,27,11-beta-HSD1 inhibitor|FXR agonist
4052,BRD-K11883928,trt_cp,-0.8,-0.8,0.638,10,5,5,17,
4053,nebivolol,trt_cp,-0.8,-0.8,0.727,27,11,16,42,adrenergic receptor antagonist
4054,enobosarm,trt_cp,-0.8,-0.8,0.305,11,4,7,17,Androgen receptor modulator
4055,OPN4,trt_sh,-0.801,-0.801,-0.708,13,2,11,24,
4056,setiptiline,trt_cp,-0.801,-0.801,-0.522,19,6,13,42,adrenergic receptor antagonist
4057,EGFR,trt_xpr,-0.801,-0.801,0.752,33,16,17,77,
4058,isoniazid,trt_cp,-0.801,-0.801,0.791,27,16,11,45,Enoyl-(acyl-carrier protein) reductase Fabl inhibitor
4059,SC-12267,trt_cp,-0.802,-0.802,0.75,22,11,11,42,dihydroorotate dehydrogenase inhibitor
4060,DENND2D,trt_sh,-0.802,-0.802,0.654,24,11,13,39,
4061,MORF4L1,trt_sh,-0.802,-0.802,-0.543,17,5,12,27,
4062,BRD-A96006241,trt_cp,-0.803,-0.803,0.762,10,6,4,13,
4063,GSTT1,trt_sh,-0.803,-0.803,0.799,15,7,8,33,
4064,avrainvillamide-analog-1,trt_cp,-0.803,-0.803,0.585,25,11,14,48,Nucleophosmin inhibitor
4065,SU-4312,trt_cp,-0.803,-0.803,0.697,17,9,8,38,Tyrosine kinase inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
4066,MTX2,trt_sh,-0.803,-0.803,0.588,20,8,12,35,
4067,PNP,trt_sh,-0.803,-0.803,0.784,41,19,22,66,
4068,SLC25A46,trt_sh,-0.804,-0.804,0.77,23,13,10,44,
4069,PRL,trt_lig,-0.804,-0.804,-0.034,12,4,8,19,
4070,ftorafur,trt_cp,-0.804,-0.804,0.339,23,8,15,42,thymidylate synthase inhibitor
4071,6-benzylaminopurine,trt_cp,-0.804,-0.804,0.649,13,6,7,18,Purinergic receptor activator
4072,fludarabine-phosphate,trt_cp,-0.804,-0.804,0.803,22,11,11,42,ribonucleotide reductase inhibitor
4073,oleoylethanolamide,trt_cp,-0.804,-0.804,0.731,13,6,7,24,Cannabinoid receptor agonist|Glucose dependent insulinotropic receptor agonist|Potassium channel blocker|PPAR receptor agonist
4074,PQBP1,trt_sh,-0.804,-0.804,-0.136,12,4,8,27,
4075,ZNF385B,trt_sh,-0.804,-0.804,0.636,19,8,11,27,
4076,SEC24D,trt_sh,-0.804,-0.804,0.749,16,8,8,27,
4077,LPAR2,trt_sh,-0.805,-0.805,0.728,20,11,9,33,
4078,BCKDK,trt_sh,-0.805,-0.805,0.737,18,9,9,33,
4079,TUBB2C,trt_sh,-0.805,-0.805,-0.592,17,5,12,33,
4080,selumetinib,trt_cp,-0.805,-0.805,0.747,170,74,96,352,MEK inhibitor
4081,GFOD1,trt_sh,-0.805,-0.805,-0.333,28,9,19,42,
4082,eperezolid,trt_cp,-0.805,-0.805,0.792,26,13,13,42,bacterial 30S ribosomal subunit inhibitor
4083,taselisib,trt_cp,-0.806,-0.806,0.612,22,9,13,42,PI3K inhibitor
4084,CEP55,trt_sh,-0.806,-0.806,0.612,22,9,13,36,
4085,EIF3H,trt_sh,-0.806,-0.806,0.798,18,10,8,27,
4086,acecainide,trt_cp,-0.806,-0.806,0.792,24,10,14,42,polarization inhibitor
4087,CEBPG,trt_sh,-0.806,-0.806,0.622,15,6,9,27,
4088,RARG,trt_sh,-0.806,-0.806,-0.544,13,4,9,24,
4089,idalopirdine,trt_cp,-0.807,-0.807,-0.686,14,3,11,42,serotonin receptor antagonist
4090,DENND1B,trt_sh,-0.807,-0.807,0.643,12,6,6,30,
4091,CXCL14,trt_lig,-0.807,-0.807,-0.708,13,3,10,19,
4092,TAF12,trt_sh,-0.807,-0.807,0.155,20,7,13,27,
4093,ATP6V1A,trt_sh,-0.807,-0.807,0.724,19,9,10,27,
4094,BRD-K06432680,trt_cp,-0.807,-0.807,0.763,12,6,6,13,
4095,COL4A2,trt_sh,-0.808,-0.808,0.798,19,8,11,27,
4096,phenformin,trt_cp,-0.808,-0.808,0.755,40,21,19,72,AMPK activator
4097,DERL1,trt_sh,-0.808,-0.808,0.786,15,7,8,27,
4098,GALNT1,trt_sh,-0.808,-0.808,0.802,12,5,7,27,
4099,SPR,trt_sh,-0.808,-0.808,0.748,40,17,23,75,
4100,PHF10,trt_sh,-0.808,-0.808,-0.258,12,4,8,24,
4101,EPHX2,trt_sh,-0.809,-0.809,0.745,16,7,9,24,
4102,lonafarnib,trt_cp,-0.809,-0.809,0.301,17,6,11,42,farnesyltransferase inhibitor
4103,tramiprosate,trt_cp,-0.809,-0.809,0.622,19,7,12,42,beta amyloid protein neurotoxicity inhibitor
4104,FGFR2,trt_sh,-0.809,-0.809,0.722,33,16,17,59,
4105,TTF1,trt_sh,-0.81,-0.81,0.794,22,11,11,42,
4106,ZNF559,trt_sh,-0.81,-0.81,0.639,16,7,9,27,
4107,STXBP1,trt_sh,-0.81,-0.81,0.679,23,9,14,39,
4108,tirasemtiv,trt_cp,-0.81,-0.81,-0.527,22,6,16,42,troponin activator
4109,ON-01910,trt_cp,-0.811,-0.811,0.807,42,23,19,65,PLK inhibitor
4110,balapiravir,trt_cp,-0.811,-0.811,0.717,21,11,10,42,RNA polymerase inhibitor
4111,niguldipine,trt_cp,-0.811,-0.811,0.76,67,36,31,124,Adrenergic receptor antagonist|Calcium channel blocker
4112,PAPD7,trt_sh,-0.811,-0.811,-0.601,28,8,20,39,
4113,NMS-1286937,trt_cp,-0.812,-0.812,-0.526,20,6,14,42,PLK inhibitor
4114,PIK3R2,trt_sh,-0.812,-0.812,0.598,11,5,6,18,
4115,SSBP2,trt_sh,-0.812,-0.812,0.637,26,10,16,36,
4116,eptifibatide,trt_cp,-0.812,-0.812,0.784,24,12,12,42,platelet aggregation inhibitor
4117,AZD-1981,trt_cp,-0.812,-0.812,0.778,22,10,12,42,
4118,EMF-bca1-16,trt_cp,-0.812,-0.812,-0.426,10,3,7,24,
4119,PLD1,trt_sh,-0.813,-0.813,0.695,18,8,10,27,
4120,TIMP2,trt_oe,-0.813,-0.813,0.692,10,6,4,16,
4121,yohimbine,trt_cp,-0.813,-0.813,0.678,49,28,21,101,Adrenergic receptor antagonist
4122,BRD-K68495126,trt_cp,-0.813,-0.813,0.654,10,5,5,15,
4123,GTF2E2,trt_sh,-0.813,-0.813,0.2,44,15,29,72,
4124,todralazine,trt_cp,-0.813,-0.813,0.778,11,5,6,19,Antihypertensive agent
4125,PRSS23,trt_sh,-0.814,-0.814,0.719,22,9,13,42,
4126,NISCH,trt_sh,-0.814,-0.814,-0.104,30,10,20,42,
4127,VRK2,trt_sh,-0.814,-0.814,0.777,21,10,11,42,
4128,NPC1,trt_sh,-0.814,-0.814,0.752,28,13,15,42,
4129,EPS8,trt_sh,-0.814,-0.814,0.579,13,5,8,27,
4130,TSPAN6,trt_sh,-0.814,-0.814,-0.467,29,9,20,39,
4131,P4HB,trt_sh,-0.814,-0.814,0.791,23,12,11,35,
4132,ZFP28,trt_sh,-0.815,-0.815,0.809,16,8,8,27,
4133,MSRA,trt_sh,-0.815,-0.815,0.793,22,12,10,36,
4134,H2AFV,trt_sh.cgs,-0.815,-0.815,-0.668,11,2,9,13,
4135,CAB39,trt_sh,-0.815,-0.815,0.603,18,7,11,36,
4136,KBTBD2,trt_sh,-0.815,-0.815,0.755,23,11,12,39,
4137,I-BET-762,trt_cp,-0.815,-0.815,0.765,81,36,45,171,bromodomain inhibitor
4138,L-745870,trt_cp,-0.815,-0.815,0.648,12,5,7,19,Dopamine receptor antagonist
4139,ZNF671,trt_sh,-0.815,-0.815,-0.712,16,4,12,24,
4140,HORMAD2,trt_sh,-0.816,-0.816,0.698,21,10,11,38,
4141,BRD-A13367427,trt_cp,-0.816,-0.816,0.762,11,6,5,17,
4142,RS-127445,trt_cp,-0.816,-0.816,0.796,21,11,10,42,serotonin receptor antagonist
4143,RAP1GDS1,trt_sh,-0.816,-0.816,0.76,19,8,11,30,
4144,enoxolone,trt_cp,-0.816,-0.816,0.8,23,10,13,42,gap junction modulator
4145,IMPDH2,trt_sh,-0.816,-0.816,-0.468,19,6,13,33,
4146,ungerine,trt_cp,-0.816,-0.816,0.302,11,4,7,19,
4147,bevirimat-dimeglumine,trt_cp,-0.816,-0.816,0.709,18,8,10,42,HIV capsid assembly inhibitor
4148,EAPP,trt_sh,-0.817,-0.817,0.566,23,9,14,39,
4149,ATF2,trt_sh,-0.817,-0.817,0.567,25,10,15,41,
4150,odanacatib,trt_cp,-0.817,-0.817,0.783,25,13,12,42,cathepsin inhibitor
4151,CXCL16,trt_lig,-0.817,-0.817,0.692,10,5,5,19,
4152,CAMSAP2,trt_sh,-0.818,-0.818,0.596,19,8,11,33,
4153,FOSL1,trt_sh,-0.818,-0.818,0.593,19,7,12,33,
4154,BCAT1,trt_sh,-0.818,-0.818,0.522,16,6,10,27,
4155,POLR2D,trt_sh,-0.818,-0.818,0.748,16,7,9,30,
4156,CACNA1D,trt_sh,-0.818,-0.818,0.442,17,6,11,27,
4157,meclizine,trt_cp,-0.818,-0.818,0.776,40,16,24,76,Constitutive androstane receptor (CAR) agonist
4158,PRKAR2B,trt_sh,-0.818,-0.818,0.783,19,8,11,40,
4159,TCTA,trt_sh,-0.819,-0.819,0.816,22,12,10,42,
4160,estriol,trt_cp,-0.819,-0.819,0.78,102,45,57,198,Estrogen receptor agonist
4161,BRD-K57064803,trt_cp,-0.819,-0.819,0.78,37,16,21,62,
4162,rifaximin,trt_cp,-0.82,-0.82,0.694,28,11,17,53,RNA synthesis inhibitor
4163,tyrphostin-A9,trt_cp,-0.82,-0.82,0.695,15,7,8,30,Protein tyrosine kinase inhibitor|Tyrosine kinase inhibitor
4164,IP6K1,trt_sh,-0.82,-0.82,0.791,16,8,8,37,
4165,BRD-K17628612,trt_cp,-0.82,-0.82,0.55,11,5,6,17,
4166,SA-1459234,trt_cp,-0.82,-0.82,0.662,16,6,10,19,
4167,tamsulosin,trt_cp,-0.821,-0.821,0.67,22,10,12,42,adrenergic receptor antagonist
4168,PTEN,trt_sh,-0.821,-0.821,0.761,53,24,29,98,
4169,suloctidil,trt_cp,-0.821,-0.821,0.593,27,10,17,44,Adrenergic receptor antagonist
4170,BRD-K10057859,trt_cp,-0.821,-0.821,-0.647,10,3,7,15,
4171,carbacyclin,trt_cp,-0.821,-0.821,0.776,29,13,16,53,IP receptor activator|PPAR receptor agonist
4172,COPS5,trt_sh,-0.821,-0.821,0.695,21,11,10,36,
4173,ST7,trt_sh,-0.821,-0.821,0.705,42,18,24,75,
4174,COL4A5,trt_sh,-0.821,-0.821,0.792,38,18,20,75,
